"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number"," Amount ","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Number"
"696","Defra","EA",2013-02-01,"Construction","WA Capital WiP","Ove Arup & Partners Ltd","1148578",33009.82,"Ystradgynlais Detailed Design Stage Flood risk management","W1T 4BQ","","40007998","IMWA000851","Project",""
"697","Defra","EA",2013-02-21,"Construction","WA Capital WiP","Birse Civils Ltd","1155407",194741.32,"Ystradgynlais Flood risk management Scheme - Payment for work carried out for period ending 30/09/12","LS24 9BX","","40015267","IMWA000851","Project",""
"698","Defra","EA",2013-02-25,"Energy and Fuels","National Facilities Manager","EDF Energy Plc","1156600",29034.88,"Additional Energy charges for West Stockwith Pumping Station ","PL3 5ZN","","30331256","","Administration",""
"699","Defra","EA",2013-02-12,"Energy and Fuels","NW North-Ops Delivery","EDF Energy Plc","1150376",29161.91,"Electricity Supply at Crossens pumping station for the year 2012-2013 ","PL3 5ZN","","30331256","FRA09S045","Administration",""
"700","Defra","EA",2013-02-25,"Energy and Fuels","National Facilities Manager","EDF Energy Plc","1156596",53859.18,"Energy charges for West Stockworth Pumping Station 01.04.12 to 31.03.13 (Replacement invoice for December 2012)","PL3 5ZN","","30331256","","Administration",""
"701","Defra","EA",2013-02-14,"Energy and Fuels","SE Kent & South London- Tidal Flood Risk Manager","EDF Energy Plc","1151583",64998.08,"Electricity Costs - Thames Barrier for period 1 April 2012 to 30 March 2013","PL3 5ZN","","30331256","","Administration",""
"702","Defra","EA",2013-02-12,"Energy and Fuels","WA Regional Facilities","British Gas Trading Ltd","1152581",31055.79,"Sub100KWh electricity for Wales Region.  February 2013","OX4 2JY","","40033061","","Administration",""
"703","Defra","EA",2013-02-12,"Engineering Goods","NW Capital WiP","Technolog Ltd","1148230",31529.4,"Forty 420Mh Cello loggers for the ground water project","DE4 4FY","","30196808","IMNW000418","Project",""
"704","Defra","EA",2013-02-19,"Engineering Goods","HO Fleet Operations","Allstar Business Solutions Ltd","1152902",309032.9,"Fuel for commercial fleet 2012/13","SN5 6PQ","","30341204","","Administration",""
"705","Defra","EA",2013-02-12,"Engineering Goods","HO Fleet - EA Wales","Allstar Business Solutions Ltd","1151615",45735.81,"Monthly fuel bill for Wales during December 2012","SN5 6PS","","40034238","","Administration",""
"706","Defra","EA",2013-02-07,"Engineering Goods","AN Capital WiP","ArcelorMittal Commercial RPS UK Ltd","1149338",197853.52,"Piles for Grimsby Flood Alleviation Scheme sheet pile retaining wall, with one corner pile","B90 4SS","","30331415","IMAN001995","Project",""
"707","Defra","EA",2013-02-19,"Engineering Goods","HO Capital WiP","Xylem Analytics UK Ltd","1153617",524322,"Purchase of hydroacoustic instruments and all associated equipment","SG6 1FJ","","30282796","IMHO000026","Administration",""
"708","Defra","EA",2013-02-12,"Engineering Goods","NLS Instrumentation","A T Engineering","1148575",47640,"Supply of Water Quality Monitoring Equipment Framework","RG26 3PZ","","30336995","","Project",""
"709","Defra","EA",2013-02-01,"Engineering Goods","AN Northern-Ops Delivery","Tata Steel UK Ltd","1146141",30712.5,"Trench sheet L8 Galvanised","SA13 2NG","","","FRA01S058 | FRA01S081 | FRA01S023","Project",""
"710","Defra","EA",2013-02-21,"Engineering Goods","AN Northern-Ops Delivery","Tata Steel UK Ltd","1155085",34515,"Trench Sheet L8 Galvanised","SA13 2NG","","","FRA01S058","Project",""
"711","Defra","EA",2013-02-12,"Engineering Goods","AN Northern-Ops Delivery","Tata Steel UK Ltd","1150718",30712.5,"Trench sheet L8 galvanised South Ferriby","SA13 2NG","","","FRA01S081 | FRA01S058 | FRA01S023","Project",""
"712","Defra","EA",2013-02-05,"Facilities","NE Yorkshire Area Ops Delivery","Yorkshire Water Services Ltd","1146404",25042.13,"East Hull Pumping station electricity costs weeks 1 -2","BD3 7YD","","","FRA08S018","Project",""
"713","Defra","EA",2013-02-12,"Facilities","NE Yorkshire Area Ops Delivery","Yorkshire Water Services Ltd","1145270",26237.27,"East Hull Pumping station electricity costs weeks 2 - 4","BD3 7YD","","","FRA08S018","Administration",""
"714","Defra","EA",2013-02-25,"Facilities","NLS Central Functions","Securi Guard","1155892",25284,"Fire alarm equipment","PL6 7Tl","","","NL00000064","Administration",""
"715","Defra","EA",2013-02-19,"Facilities","National Accomodation Change Fund","Kinnarps UK Ltd","1154279",58977.71,"Furniture for the Kettering accommodation project","SL3 0DX","","30231889","HORES00101","Project",""
"716","Defra","EA",2013-02-07,"Facilities","SE Capital WiP","Chubb Ltd","1141030",59672.6,"Leigh Barrier Building and Security Surveillance Equipment Maintenance","BB1 2QS","","30186122","IMSE100076","Administration",""
"717","Defra","EA",2013-02-18,"Facilities","NW Capital WiP","Classic Home Improvements Ltd","1108366",50000,"Relocation Services in relation to Warrington Flood Alleviation Scheme","WA2 4LS","","","","Administration",""
"718","Defra","EA",2013-02-12,"Facilities","FM Operating Unit - Central and South East","DTZ Debenham Tie Leung","1149542",52019.78,"Rent for Dragonfly House, Norwich ","EC2N 2BQ","","","","Administration",""
"719","Defra","EA",2013-02-19,"Facilities","National Estates Manager | FM Operating Unit - Central and South East","DEFRA","1149596",39108.21,"Rents for Eastbury House, 9th Floor","B3 2ED","","","","Administration",""
"720","Defra","EA",2013-02-19,"Facilities","FM Operating Unit - Central and South East","HR Wallingford Ltd","1153754",124800,"Rents for Red Kite House ","OX10 8BA","","","","Administration",""
"721","Defra","EA",2013-02-07,"Facilities","SE Kent & South London- Tidal Flood Risk Manager","MITIE Security London Ltd","1150126",76181.86,"Security Guard Services at Thames Barrier and Associated Sites","E1W 1XY","","30239724","","Administration",""
"722","Defra","EA",2013-02-19,"Facilities","FM Operating Unit - Central and South East","DEFRA","1154611",35812.52,"Service charge for Eastbury House 8th and 9th floor","B3 2ED","","","","Administration",""
"723","Defra","EA",2013-02-01,"Facilities","NW Regional Director","Kinnarps UK Ltd","1148318",28850.22,"Supply, Delivery and Installation of General Office Furniture & Associated Services","SL3 0DX","","30231889","","Project",""
"724","Defra","EA",2013-02-05,"Facilities","National Accomodation Change Fund","Kinnarps UK Ltd","1138321",74935.21,"Swift House Disposal Project - Desks/Cabinets ","SL3 0DX","","30231889","HORES00032","Project",""
"725","Defra","EA",2013-02-07,"Fleet","WA Capital WiP","ashwoods Automotive Ltd","1151163",25627.32,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","40035705","HOFRMWA006","Project",""
"726","Defra","EA",2013-02-07,"Fleet","WA Capital WiP","ashwoods Automotive Ltd","1151166",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","40035705","HOFRMWA006","Project",""
"727","Defra","EA",2013-02-07,"Fleet","WA Capital WiP","ashwoods Automotive Ltd","1151169",25911.12,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","40035705","HOFRMWA006","Project",""
"728","Defra","EA",2013-02-07,"Fleet","HO Capital WiP","ashwoods Automotive Ltd","1149724",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","30356553","HOFOFRM007","Project",""
"729","Defra","EA",2013-02-07,"Fleet","HO Capital WiP","ashwoods Automotive Ltd","1149725",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","30356553","HOFOFRM007","Project",""
"730","Defra","EA",2013-02-07,"Fleet","HO Capital WiP","ashwoods Automotive Ltd","1149727",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","30356553","HOFOFRM007","Project",""
"731","Defra","EA",2013-02-07,"Fleet","HO Capital WiP","ashwoods Automotive Ltd","1149726",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","30356553","HOFOFRM007","Project",""
"732","Defra","EA",2013-02-07,"Fleet","HO Capital WiP","ashwoods Automotive Ltd","1149717",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","30356553","HOFOFRM007","Project",""
"733","Defra","EA",2013-02-07,"Fleet","HO Capital WiP","ashwoods Automotive Ltd","1149720",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","30356553","HOFOFRM007","Project",""
"734","Defra","EA",2013-02-07,"Fleet","HO Capital WiP","ashwoods Automotive Ltd","1149708",27605.22,"Ashwoods Hybrid Transit Van purchased as part of the annual Capital replacement programme for the Environment Agency Fleet to replace assets beyond their economical life.","EX4 8DS","","30356553","HOFOFRM007","Project",""
"735","Defra","EA",2013-02-25,"Fleet","HO Capital WiP","CNH UK Ltd","1156442",108357.18,"Construction plant purchase - Case Tier 4 590ST Backhoe Loader 4WD","SS14 3XX","","30319331","HOFOFRM007","Project",""
"736","Defra","EA",2013-02-25,"Fleet","HO Capital WiP","CNH UK Ltd","1156445",113382.79,"Construction plant purchase - E70b Midi Crawler Excavator 2.13m Dipper, Prolec Heightwatch, Single Motion Cut","SS14 3XX","","30319331","HOFOFRM007","Project",""
"737","Defra","EA",2013-02-25,"Fleet","HO Capital WiP","CNH UK Ltd","1156587",135230.95,"Construction plant purchase - Case CX130b Long Reach Excavator 800mm Pads","SS14 3XX","","30319331","HOFOFRM007","Project",""
"738","Defra","EA",2013-02-25,"Fleet","HO Capital WiP","CNH UK Ltd","1156589",113626.38,"Construction plant purchase - Case Tier 4 590ST Backhoe Loader 4WD","SS14 3XX","","30319331","HOFOFRM007","Project",""
"739","Defra","EA",2013-02-25,"Fleet","HO Capital WiP","CNH UK Ltd","1156592",179173.21,"Construction plant purchase - Case CX210b Long Reach Excavator 800mm pads","SS14 3XX","","30319332","HOFOFRM007","Project",""
"740","Defra","EA",2013-02-25,"Fleet","HO Capital WiP","CNH UK Ltd","1156593",185132.41,"Construction plant purchase - CX210b Long Reach Excavator 800mm Pads","SS14 3XX","","30319331","HOFOFRM007","Project",""
"741","Defra","EA",2013-02-12,"Fleet","Balance Sheet Codes","Hitachi Capital Vehicle Solutions Ltd","1149259",105197.23,"Daily rental supply of lease cars, 1st April 2012 TO 31st March 2013","RG14 2NU","","","","Administration",""
"742","Defra","EA",2013-02-12,"Fleet","SW Devon & Cornwall-Ops Delivery","Pump Supplies Ltd","1150525",44226.24,"Hire of pumps and accessories for emergency overpumping of Loe Pool at Loe Bar ","SA13 1RG","","","RESW001282","Project",""
"743","Defra","EA",2013-02-19,"Fleet","National Enforcement Service","Enterprise Rent A Car","1143157",29609.11,"Illegal Waste Site Task Force Project - Supply of hire cars 2012/13.","TW20 8RX","","","HOOP000161","Project",""
"744","Defra","EA",2013-02-25,"Fleet","HO Fleet Operations","Hitachi Capital Vehicle Solutions Ltd","1156416",128998,"Incident management Costs","RG14 2NU","","30340333","","Administration",""
"745","Defra","EA",2013-02-25,"Fleet","EA Wales","Hitachi Capital Vehicle Solutions Ltd","1156597",54806.22,"Lease Car Rentals  February 2013  Period Rentals, Extension  Rentals","RG14 2NU","","40033837","","Administration",""
"746","Defra","EA",2013-02-25,"Fleet","Balance Sheet Codes","Hitachi Capital Vehicle Solutions Ltd","1156071",727268.94,"Lease car rentals Feb 13 Supply of lease cars, 1st April 2012 TO 31st March 2013","RG14 2NU","","","","Administration",""
"747","Defra","EA",2013-02-12,"Fleet","Balance Sheet Codes","Hitachi Capital Vehicle Solutions Ltd","1149294",1173673.71,"Lease car rentals Jan 13 Supply of lease cars, 1st April 2012 TO 31st March 2013","RG14 2NU","","","","Administration",""
"748","Defra","EA",2013-02-19,"Fleet","HO Fleet Operations","Hitachi Capital Vehicle Solutions Ltd","1152881",31188.76,"Management Fees for vehicle management framework","RG14 2NU","","30340333","","Administration",""
"749","Defra","EA",2013-02-12,"Fleet","HO Fleet Operations","Briggs Marine Contractors Ltd","1149467",225860.03,"Marine Maintenance costs","KY3 9AX","","30277423","HORES00015","Administration",""
"750","Defra","EA",2013-02-01,"Fleet","HO Fleet Operations","Briggs Marine Contractors Ltd","1147689",226378.1,"National Marine Vessel Services","KY3 9AX","","30277423","HORES00015","Administration",""
"751","Defra","EA",2013-02-14,"Fleet","HO Fleet Operations","Hitachi Capital Vehicle Solutions Ltd","1151830",61348.94,"National Vehicle Management Framework Costs England","RG14 2NU","","30340333","","Administration",""
"752","Defra","EA",2013-02-12,"Fleet","HO Fleet - EA Wales","Hitachi Capital Vehicle Solutions Ltd","1152931",35907.27,"National Vehicle Management Framework Costs Wales","RG14 2NU","","40033837","","Administration",""
"753","Defra","EA",2013-02-21,"Fleet","HO Fleet Operations","Tony Hole Marine Ltd","1155002",29956.09,"Non-Coded Vessels - Service, Repair & Maintenance (SIMAR) 2012/13 ","PL9 7HP","","30322647","","Project",""
"754","Defra","EA",2013-02-21,"Fleet","HO Fleet Operations","Hewden Stuart Plc","1155274",631996.46,"Non-Operated Plant Hire 2012/2013 | Hewden - Plant","M32 0HW","","30184689","","Administration",""
"755","Defra","EA",2013-02-25,"Fleet","Balance Sheet Codes","Hitachi Capital Vehicle Solutions Ltd","1156380",46176.94,"Recharge invoice Feb 13 Supply of lease cars, 1st April 2012 TO 31st March 2013","RG14 2NU","","","","Administration",""
"756","Defra","EA",2013-02-12,"Fleet","Balance Sheet Codes","Hitachi Capital Vehicle Solutions Ltd","1149195",35342.01,"Recharge invoice Jan 13 Supply of lease cars, 1st April 2012 TO 31st March 2013","RG14 2NU","","","","Administration",""
"757","Defra","EA",2013-02-19,"Fleet","HO Geomatics","RVL Survey Ltd","1153247",102047.89,"Remote Sensing Project","DE74 2SA","","30000394","SCLI0001","Project",""
"758","Defra","EA",2013-02-01,"Fleet","NW Capital WiP","Site Electrical Ltd","1148278",116637.35,"Replacement pumps for Banks Marsh, New Cut, Sollom and Ulpha","M26 1WD","","30268013","IMNW000722","Project",""
"759","Defra","EA",2013-02-13,"Fleet","HO Fleet Operations","Post Office Ltd","1108806",41128,"Road Fund Licence","PE2 5ZR","","","","Administration",""
"760","Defra","EA",2013-02-21,"Fleet","HO Capital WiP","AEBI UK Ltd","1155124",88902,"Supply and Delivery of Embankment Cutters","DN22 7HQ","","30261702","HOFOFRM007","Project",""
"761","Defra","EA",2013-02-01,"ICT Commodities","WA Chief Accountant","Real Asset Management Plc","1143775",52920,"Software: 1 x Asset4000 (2 named users licence), Forecast4000, annual licence","BR6 0JA","","","","Administration",""
"762","Defra","EA",2013-02-19,"ICT Commodities","HO Flood Warning Systems","MM Teleperformance Ltd","1152999",69087.65,"Call centre & management costs for Floodline live agent and Recorded Messaging Service","BS1 3LG","","30146474","","Administration",""
"763","Defra","EA",2013-02-12,"ICT Commodities","CI SD Management MRA","SFW Ltd","1112611",267841.08,"Registration system for the Aviation Industry for the EU Emissions Trading Scheme (ETSWAP) Support costs","GU22 7UY","","","","Administration",""
"764","Defra","EA",2013-02-25,"ICT Commodities","National Enforcement Service","Airwave Solutions Ltd","1156520",52048.6,"Rental and connection charges for basic equipment and airtime service.  The handsets/desktops will be used by Enforcement Officers. ","SL1 2EJ","","30337797","HOOP000051","Administration",""
"765","Defra","EA",2013-02-05,"ICT Systems","HO Capital WiP","Information Processing Ltd","1149157",120918.96,"Development, hosting and support of electronic duty of care (edoc) IT system","BA1 5LR","","30353037","EBCRI11501L01","Project",""
"766","Defra","EA",2013-02-19,"ICT Systems","HO Capital WiP | CI Customer Services and Solutions | CI Solutions Delivery Management | CI Infrastructure Change Programme MRA | HO Flood Warning Systems | E and B Regulated Industry | CIS Capital WiP | HO Organisation Development & Prog Group | HO Met Office Joint Venture Manager | National Accomodation Change Fund | MI Central-Ops Delivery | CI SD Management MRA | HO 1B1S Service Centre Team | Head of Corporate Assets | CI Head of CIS | Nat Trading and Reg Services","Capgemini UK Plc","1151360",7838539.08,"IT Service Procurement Outsource service charge and work order costs","GU21 6DB","","30259319 | 30259320 | 30259316 | 30304723 | 30282611","CIS330352 | CIS330348 | CIS330899 | EBCRI11502L01 | CIS3306199 |  | EBPRI11005L01 | CIS330897 |  | FCOIM40066L02 | HORES00061 | BBPDM20027L01 | HORES00027 | HORES00032 | HORES00021 | HORES00046 | BBPDM20034L01 | BBXXX00006L02 | BBPDM20051L01 |  | CIS111923 |  |  |  |  | CIS3302978 | HORES00122 |  | HOSBW00001 |  | BBXXX20004L01 |  | EBPLW11149L01 | EBPLW11020L02 |  |  |  | CIS3302982 |  |  |  |  |  |  |  |  | CIS330050 |  |  |  |  | EBOCC40027L01","Project",""
"767","Defra","EA",2013-02-14,"Industrial Services","E and B Land and Water","AMEC Environment & Infrastructure UK Ltd","1152431",29391.32,"Abstraction Reform Options Development","NE3 3PX","","30274977","EBPLW12044","Project",""
"768","Defra","EA",2013-02-25,"Industrial Services","MI Central-Ops Delivery | MI Central - Flood Risk","Jeremy Benn Associates Ltd","1155737",33373.2,"Culvert Blockage Analysis Trent/Severn ","BD23 3AE","","30219909","REMI001810 | REMI001809","Project",""
"769","Defra","EA",2013-02-14,"Industrial Services","NE Capital WiP","Jeremy Benn Associates Ltd","1153405",58932,"Flood management consultancy services ","BD23 3AE","","30219909","IMNE000243","Project",""
"770","Defra","EA",2013-02-19,"Industrial Services","SE Kent & South London- Tidal Flood Risk Manager","Port Of London Authority","1153860",30569.83,"Maintenance of tide gauges 2012/13","DA12 2BG","","","","Administration",""
"771","Defra","EA",2013-02-21,"Industrial Services","MI Capital WiP","Haskoning UK Ltd","1155167",29517.6,"Modelling requirements on current River Rea study.  ","PE3 8DW","","30219918","IMMI001333","Project",""
"772","Defra","EA",2013-02-21,"Industrial Services","SE Capital WiP","Port Of London Authority","1155058",80784.82,"Partial reimbursement of Port of London Authority costs (under section 49 of the Thames Barrier & Flood Protection Act 1972) for Blackwall Stairs Radar Transceivers Replacement","DA12 2BG","","","IMTH000608","Administration",""
"773","Defra","EA",2013-02-01,"Industrial Services","NE Capital WiP","Jeremy Benn Associates Ltd","1148646",25638,"River Calder Flood Risk Mapping Update","BD23 3AE","","30219909","IMNE000243","Project",""
"774","Defra","EA",2013-02-12,"Industrial Services","SE Kent & South London- Tidal Flood Risk Manager","Port Of London Authority","1151845",73182.94,"Running costs Thames Barrier","DA12 2BG","","","","Administration",""
"775","Defra","EA",2013-02-01,"Industrial Services","HO Capital WiP | Incident Management Manager","Jeremy Benn Associates Ltd","1141652",119745.3,"Surface Water Maps project Phase 1","BD23 3AE","","30219909","FCPMM00255B01 | FCPMM00255B00","Project",""
"776","Defra","EA",2013-02-12,"Industrial Services","HO Capital WiP","Jeremy Benn Associates Ltd","1151560",112319.7,"Surface Water Maps project Phase 2","BD23 3AE","","30219909","FCPMM00255B01","Project",""
"777","Defra","EA",2013-02-25,"Industrial Services","MI Capital WiP","Mott Macdonald Ltd","1154694",26160.4,"Tidal Trent Modelling Study","LS10 1JR","","30219915","IMMI001354","Project",""
"778","Defra","EA",2013-02-21,"Office Solutions","NLS Central Functions","City Sprint","1154769",29853.14,"Courier service for samples meters and internal mail ","RH1 1YB","","30293049","","Administration",""
"779","Defra","EA",2013-02-12,"Operational Goods","HO Inc Man and Ops Manager","Burlington Uniforms Ltd","1151496",196781.04,"Protective Clothing for Better Seen Better Recognised programme","EN3 7PX","","30327393","HOOP000178","Administration",""
"780","Defra","EA",2013-02-07,"Personnel Related","HR Strategy","Edenred Childcare Vouchers Ltd","1151255",213633.02,"Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral","SW1V 2RS","","","","Administration",""
"781","Defra","EA",2013-02-25,"Personnel Related","HR Strategy","Enhance Media Ltd","1156237",39600,"Implementation of digital resourcing strategy - Payment for Dec/Jan","GU22 7PY","","","HOHR121303","Project",""
"782","Defra","EA",2013-02-12,"Personnel Related","HR Strategy","Enhance Media Ltd","1150829",39600,"Implementation of digital resourcing strategy - Payment for Feb/March","GU22 7PY","","","HOHR121303","Project",""
"783","Defra","EA",2013-02-14,"Personnel Related","Internal Transformation (HSW)","ASE Eyecare Plans Ltd","1152932",28645.04,"National Contract for Vision Screening annual payment","TN32 5RA","","30158359","HOHRITA001","Administration",""
"784","Defra","EA",2013-02-07,"Personnel Related","Internal Transformation (HSW)","Health Management Ltd","1149424",30024.32,"Occupational Health Support services and advice for individuals","BN8 5NN","","30348772","HOHRITA001","Administration",""
"785","Defra","EA",2013-02-12,"Professional Services - CCL","National Facilities Manager","Gva Grimley LLP","1150622",30000,"Carry out Uninterruptible Power Supply (UPS)/generator and measured surveys","B1 2JB","","30330379","HOFAC00009","Project",""
"786","Defra","EA",2013-02-14,"Professional Services - CCL","Director of Evidence","AMEC Environment & Infrastructure UK Ltd","1150764",30199.68,"Consultancy on Value of Waste Crime (Economics of waste crime)","NE3 3PX","","30249220","HOEV121308 | HOEV111208","Administration",""
"787","Defra","EA",2013-02-25,"Professional Services Other","SW RSU Mgr","Wiltshire Wildlife Trust","1151725",35589.33,"2012/13 Invasive Plants Avon (Source to Sea) partnership project","SN10 1NH","","","RESW001155","Project",""
"788","Defra","EA",2013-02-21,"Professional Services Other","Nat Trading and Reg Services","Ricardo AEA Ltd","1155319",39704.7,"Additional staff costs for EU Emissions trading system project","OX11 0QJ","","30350436","","Administration",""
"789","Defra","EA",2013-02-01,"Professional Services Other","NW Nuclear Regulation Mgr","Nuvia Ltd","1147603",26400,"Ad-Hoc Environmental Monitoring","WA3 6TW","","30191600","HOOP000055","Project",""
"790","Defra","EA",2013-02-05,"Professional Services Other","Nat Trading and Reg Services","RPS Group Plc","1149125",60480,"Analysis of Environmental Samples for the analysis of Nonyl Phenol and Nonyl Phenol Ethoxylates","OX14 4SH","","","HOOP000187","Project",""
"791","Defra","EA",2013-02-12,"Professional Services Other","AN Nthn FCRM Ops W&N","P & R Plant Lincolnshire Ltd","1151643",29288.52,"Anglian-Minor Watercourse Maintenance Works Welland & Nene","PE12 8NG","","30258388","FRA01S130","Project",""
"792","Defra","EA",2013-02-07,"Professional Services Other","","UN Geneva General Fund.Switzerland.........","1106473",283839.26,"Annual Fee for the International Transcation Log","","","","","Administration",""
"793","Defra","EA",2013-02-21,"Professional Services Other","NE North East Area Manager","Durham County Council","1154763",25000,"Area of Outstanding Natural Beauty (AONB) Peatland restoration. (November 2012 - March 2013).","DH1 5UE","","","RENE960035","Project",""
"794","Defra","EA",2013-02-01,"Professional Services Other","NW Ambition Project Manager","Volunteer Cornwall","1148048",48000,"Better bathing water pilot at Bude, Cornwall","TR1 2XN","","","RENW002037","Project",""
"795","Defra","EA",2013-02-21,"Professional Services Other","AN Capital WiP","Broadland Environmental Services Ltd","1155231",288193.63,"Broadland Flood Alleviation Project costs","GU15 3XW","","30014973","IMAN000753","Project",""
"796","Defra","EA",2013-02-05,"Professional Services Other","AN Capital WiP","Jacobs LES Ltd","1148160",25926,"Building Support and Maintenance and Repair Services","RG41 5TU","","30231597","IMAN002299","Administration",""
"797","Defra","EA",2013-02-05,"Professional Services Other","AN Capital WiP","Jacobs LES Ltd","1148157",39720,"Chapel St Leonards - Pump Refurbishment work","RG41 5TU","","30231597","IMAN002135","Project",""
"798","Defra","EA",2013-02-01,"Professional Services Other","E and B Climate Change and Communities","Climate Partnership UK CIC","1148170",36000,"Collaborative agreement with Climate Partnership UK","GU1 1YA","","","EBPCC11003","Administration",""
"799","Defra","EA",2013-02-05,"Professional Services Other","MI Planning and Performance","Worcestershire Wildlife Trust","1148185",42000,"Contribution to Partnership Agreement for the Magnificent Severn (Water Framework Directive Tributaries, Worcestershire) 2012 - 2013.","WR3 8SZ","","","REMI001558","Project",""
"800","Defra","EA",2013-02-19,"Professional Services Other","AN Northern-AEM - Northampton/Kettering","Game & Wildlife Trust","1153912",48000,"Contribution to Stonton Brook project 2012/13","LE7 9XE","","","REAN001599","Administration",""
"801","Defra","EA",2013-02-25,"Professional Services Other","NW South-Area Mgr","National Trust","1155664",272000,"Contribution to the National Trust for Fish & Eel Pass Construction at Quarry Bank Mill","BA14 0ZT","","","RENW002062","Project",""
"802","Defra","EA",2013-02-19,"Professional Services Other","AN Northern-AEM - Northampton/Kettering","Game & Wildlife Trust","1153910",36000,"Contribution to the Water Friendly Farming Eyebrook Project - 2012/13","LE7 9XE","","","REAN001599","Administration",""
"803","Defra","EA",2013-02-19,"Professional Services Other","NE North East Area Manager","Tees Rivers Charitable Trust","1153933",54100,"Delivery of Upper Tees Catchment Project","DL12 8NA","","","RENE960014","Project",""
"804","Defra","EA",2013-02-19,"Professional Services Other","NE North East Area Manager","Tyne Rivers Trust","1153149",28414,"Diffuse Metals Project (March 2013)","NE45 5PE","","","RENE960038","Project",""
"805","Defra","EA",2013-02-21,"Professional Services Other","SE North East Thames - Ops Delivery","Land & Water Services Ltd","1154744",280337.05,"Dredging sites South East","GU5 9AF","","30343164","RESE500008","Project",""
"806","Defra","EA",2013-02-05,"Professional Services Other","AN Capital WiP","OPUS International Consultants","1148640",53068.26,"Drilling works to Whittlesey Washes","NG5 1AF","","30309577","IMAN001790","Project",""
"807","Defra","EA",2013-02-14,"Professional Services Other","SE SSD FCRM Ops East","J Breheny Contractors Ltd","1153320",30709.8,"Egerton Outfall Shingle Clearance - works up to 18/01/13","IP6 8NH","","30343159","FRA11S088","Project",""
"808","Defra","EA",2013-02-14,"Professional Services Other","MI Capital WiP","Fairfield Control Systems Ltd","1153266",64996.2,"Electrical Control, Instrumentation, Controls, Automation - Planned Preventative Maintenance","NG22 9LP","","30312231","IMMI001367","Project",""
"809","Defra","EA",2013-02-01,"Professional Services Other","MI Upper Trent-Business Services","Adler & Allan Ltd","1147806",156616.06,"Emergency Response to pollution incidents","HG1 1HQ","","30180482","REMI001774","Project",""
"810","Defra","EA",2013-02-21,"Professional Services Other","NW Nuclear Regulation Mgr","Environmental Scientifics Group","1155497",71639.4,"Environmental Monitoring Services 2012/2013","DE15 0YZ","","30124860","HOOP000055","Project",""
"811","Defra","EA",2013-02-12,"Professional Services Other","NE Capital WiP","Tyne Rivers Trust","1151225",30000,"Fish passes and feasibility work for fish pass programme","NE45 5PE","","","IMNE000224","Project",""
"812","Defra","EA",2013-02-01,"Professional Services Other","NW South-Ops Delivery","Millar Landscapes","1147537",25608,"Flood Defence Maintenance Contract - River Irwell, Littleton Rd","SK3 8SG","","30140395","FRA10S005","Project",""
"813","Defra","EA",2013-02-25,"Professional Services Other","Economics & Social Science","Capita Symonds Ltd","1156446",26892,"Freshwater Ecological Advisory Services","DL1 9HN","","30337305","HOEV121308","Administration",""
"814","Defra","EA",2013-02-25,"Professional Services Other","NE Capital WiP","Northern Archaelogical Associates","1152176",44003.2,"Gretham North Flood Alleviation Scheme to carry out archeological work ","DL12 8BN","","","IMNE000823","Project",""
"815","Defra","EA",2013-02-21,"Professional Services Other","AN Capital WiP","Smiths Gore","1154959",27164.09,"Grimsby Flood Alleviation Scheme Freshney Condition surveys ","PE1 1QF","","30225972","IMAN001995","Project",""
"816","Defra","EA",2013-02-01,"Professional Services Other","AN Capital WiP","Soil Mechanics","1147050",79828.03,"Grimsby Coastal Defence works","DE15 0XD","","30309583","IMAN002005","Project",""
"817","Defra","EA",2013-02-01,"Professional Services Other","AN Northern-Ops Delivery","BTS Group Ltd","1147445",25500,"Grounds maintenance at Louth Riverhead","IP6 8NZ","","30291263","FRA01S031","Project",""
