"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number","Amount","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Num"
"355","DEFRA","EA",2015-01-27,"Construction","NW Capital WiP","Esh Construction Ltd","1330035",45498.02,"Waterfall Blackburn flood risk management scheme","DH6 5PF","","30393946","IMNW000473","Project",""
"356","DEFRA","EA",2015-01-22,"Professional Services Other","SE SSD - FCRM Ops (East) | Flood Defence - Administered IDBs","Land & Water Services Ltd","1329155",31113.77,"Pevensey vegetation management","GU5 9AF","","30343164","FRA11S084 | FRA11S081 | FRA11S082 | FRA11S087 | FRA11S077 | FRA11S086 | IDB0000004 | FRA11S088 | FRA11S078","Project",""
"357","DEFRA","EA",2015-01-13,"Construction","AN Capital WiP","Capita Symonds Ltd","1327165",44831.28,"Anglian eel pass works","DL1 9HN","","30384993","IMAN002798","Project",""
"358","DEFRA","EA",2015-01-13,"Construction","NE Capital WiP","Balvac Ltd","1327238",73365.02,"Naburn Weir eel pass works","NE12 8BU","","30395997","IMNE790490","Project",""
"359","DEFRA","EA",2015-01-22,"Construction","SE Capital WiP","Team Van Oord","1329595",1895194.91,"Broomhill Sands coastal defence scheme","BN5 9XQ","","30384997","IMSO000577","Project",""
"360","DEFRA","EA",2015-01-20,"Construction","SE NET - FCRM Ops West","Team Van Oord","1327221",75411.68,"Asset recovery programme","BN5 9XQ","","30384997","RESE000435","Project",""
"361","DEFRA","EA",2015-01-15,"Professional Services Other","Head of Research","Information Processing Ltd","1328103",70359.72,"Assessing the benefits of flood coastal risk management stakeholder engagement and modelling, mapping and data","BA1 5LR","","","HOEV101103","Project",""
"362","DEFRA","EA",2015-01-06,"Construction","HO NCPMS National","OnSite Central Ltd","1323981",33102.6,"Defects survey of watercourse structures","WR3 8TJ","","","","Administration",""
"363","DEFRA","EA",2015-01-22,"Professional Services Other","AN Capital WiP","Jacobs LES Ltd","1329825",60000,"Kennett to Kirtling Green pipeline improvements","RG41 5TU","","30312230","IMAN002730","Project",""
"364","DEFRA","EA",2015-01-22,"Construction","SE Capital WiP","GBV JV Ltd","1329761",89277.67,"River Thames Scheme consultancy services","RH1 1LQ","","30393506","IMTH001691","Project",""
"365","DEFRA","EA",2015-01-08,"Professional Services Other","NE Yorkshire Area Manager","Apem Ltd","1326719",30000,"Specialist agricultural consultant - Water Framework Directive","SK4 4GN","","","RENE970027","Project",""
"366","DEFRA","EA",2015-01-22,"ICT Commodities","CI SD Management MRA","CEFAS","1329770",42000,"Hosting and Support charges for Live Fish Movements database - October-December 2014","NR33 0HT","","","","Administration",""
"367","DEFRA","EA",2015-01-22,"Professional Services Other","Head of Research","RPA Ltd","1329774",36655.9,"Flood Cost project - interim report","NR14 6LT","","","HOEV101103","Project",""
"368","DEFRA","EA",2015-01-13,"Professional Services Other","NW Capital WiP","Amalgamated Construction Ltd","1327252",27504,"Little Caldew generator works","S75 1HT","","30408052","IMNW000933","Project",""
"369","DEFRA","EA",2015-01-15,"Professional Services Other","WT FCRM Ops South East","Cleartrack EVL Ltd","1328187",54860.99,"Light watercourse maintenance for East area - December 2014","TN27 9PG","","30343161","FRA16S229 | FRA16S262 | FRA16S265 | FRA15S162 | FRA16S213 | FRA16S219 | FRA16S223 | FRA16S224 | FRA16S225 | FRA16S255 | FRA16S236 | FRA16S237 | FRA16S241 | FRA15S149 | FRA15S153 | FRA15S125 | FRA15S129 | FRA15S133 | FRA16S230 | FRA16S263 | FRA16S264 | FRA16S266 | FRA16S220 | FRA16S227 | FRA15S158 | FRA15S164 | FRA16S217 | FRA16S245 | FRA16S247 | FRA16S248 | FRA16S251 | FRA16S252 | FRA16S234 | FRA16S242 | FRA15S140 | FRA15S143 | FRA15S148 | FRA15S139 | FRA16S260 | FRA16S222 | FRA16S226 | FRA15S207 | FRA16S216 | FRA16S244 | FRA16S233 | FRA16S240 | FRA15S144 | FRA15S145 | FRA15S131 | FRA16S228 | FRA16S231 | FRA16S232 | FRA15S160 | FRA16S243 | FRA16S253 | FRA16S257 | FRA16S235 | FRA15S151 | FRA16S261 | FRA15S156 | FRA15S161 | FRA16S259 | FRA16S239 | FRA15S128 | FRA16S221 | FRA15S163 | FRA15S167 | FRA16S238 | FRA16S256","Project",""
"370","DEFRA","EA",2015-01-15,"Construction","SW Capital WiP","Cain Bio Engineering Ltd","1328099",40975.54,"River Avon restoration project","SP6 2AB","","30357329 |  | ","IMSW001547","Project",""
"371","DEFRA","EA",2015-01-02,"Construction","SE Capital WiP","Mott Macdonald Ltd","1325633",91895.71,"Shoreham Adur tidal walls scheme - December 2014","LS10 1JR","","30384996","IMSO000648","Project",""
"372","DEFRA","EA",2015-01-02,"Construction","SW Devon & Cornwall - FCRM Ops","Glanville Environmental","1325370",40119.6,"Remove silt and shingle from flood schemes (various locations) in North Devon","PL21 9PE","","30263394","","Administration",""
"373","DEFRA","EA",2015-01-20,"Construction","NE Capital WiP","VBA Joint Venture Ltd","1324471",381969.14,"Asset recovery package 5","EN11 9BX","","30398134","IMNE790505","Project",""
"374","DEFRA","EA",2015-01-15,"Learning and Development","Deputy Director of Radioactive Substances Regulation","Energus Ltd","1327552",27000,"Sponsorship of two nuclear graduates for second year","CA14 4JW","","","EBPRI12003","Project",""
"375","DEFRA","EA",2015-01-27,"Clinical and Medical","NLS Operations Starcross","Agilent Technologies LDA UK Ltd","1330004",30727.85,"Laboratory instrument maintenance services","E14 1HH","","30290098","","Administration",""
"376","DEFRA","EA",2015-01-06,"Construction","SW Capital WiP | SW Wessex - FCRM","Team Van Oord","1327106",2494457.45,"Asset recovery programme package 11","BN5 9XQ","","30384997 |  | ","IMSW002124 | IMSW002147 | RESW001310","Project",""
"377","DEFRA","EA",2015-01-15,"ICT Systems","National Monitoring","Leadent Solutions Ltd","1327861",61809.6,"ClickSchedule V8 Upgrade and ClickMobile Implementation - software for mobile devices","OX12 9US","","","EBOLW40100L01","Project",""
"378","DEFRA","EA",2015-01-27,"Professional Services - CCL","National Facilities Manager","Interserve FM Ltd","1328434",25634.52,"Facilities Management projects work - January 2015","BS32 4NH","","30408472","HOFAC000021","Project",""
"379","DEFRA","EA",2015-01-06,"Construction","SW Devon & Cornwall - FCRM","BMM JV Ltd","1326444",849402.88,"Asset recovery Phase 3b - Cornwall works","GU15 3XW","","30395760","RESW001323","Project",""
"380","DEFRA","EA",2015-01-06,"Construction","SW Devon & Cornwall - FCRM","BMM JV Ltd","1326445",57362.94,"Asset recovery Phase 3b - Cornwall works","GU15 3XW","","30395760","RESW001323","Project",""
"381","DEFRA","EA",2015-01-13,"Construction","NE Capital WiP","JacksonHyder Ltd","1327012",80726,"Flood reconditioning works Yorkshire","IP1 5LT","","30395082","IMNE790494","Project",""
"382","DEFRA","EA",2015-01-02,"Professional Services Other","NW South-FCRM Ops","AE Yates Ltd","1325250",26834.4,"Replacement debris screen at Athol Road","BL6 4SB","","","FRA10S026 |  | ","Project",""
"383","DEFRA","EA",2015-01-15,"Professional Services Other","SE KSL - FCRM Ops South","Land & Water Services Ltd","1327939",35311.2,"Two twin leaf penstocks manufactured and installed at Jesson Pumping Station ","GU5 9AF","","30343179","FRA12S051","Project",""
"384","DEFRA","EA",2015-01-15,"Professional Services Other","SE KSL - FCRM Ops South","Land & Water Services Ltd","1327940",56985.67,"Marshlands twin leaf penstock","GU5 9AF","","30343179 | 30343164","FRA12S050","Project",""
"385","DEFRA","EA",2015-01-20,"Professional Services Other","SE KSL - FCRM Ops South","Amalgamated Construction Ltd","1328711",35511.11,"Reading weedscreen works","S75 1HT","","30343157","FRA12S045","Project",""
"386","DEFRA","EA",2015-01-15,"Facilities","National Accomodation Change Fund","MACE Ltd","1326096",121353.24,"Bridgwater accommodation project","EC2M 6XB","","","HORES00200","Project",""
"387","DEFRA","EA",2015-01-22,"Construction","AN Nthn - FCRM Ops (W&N)","P & R Plant Lincolnshire Ltd","1329315",38790,"Anglian region - river vegetation maintenance - weed control","PE12 8NG","","30246240","REAN002122","Project",""
"388","DEFRA","EA",2015-01-20,"Professional Services Other","Deputy Director of Climate Change","DEFRA","1328582",30000,"Farming Advice service","YO1 7PX","","","EBPCC11003","Project",""
"389","DEFRA","EA",2015-01-06,"Professional Services - CCL","Internal Transformation (National)","Health Management Ltd","1326457",36489.74,"Occupational health services","BN8 5NN","","30420882","","Administration",""
"390","DEFRA","EA",2015-01-27,"Construction","NE North East - FCRM Ops","Esh Construction Ltd","1330385",35698.28,"Chester Burn culvert gravel removal - December 2014","DH6 5PF","","30393946","RENE640069","Project",""
"391","DEFRA","EA",2015-01-02,"Professional Services Other","SE Capital WiP","Storm Geomatics Ltd","1325865",29524.8,"Channel surveys on River Stort tributaries","GL56 9RD","","","IMSE500222","Project",""
"392","DEFRA","EA",2015-01-13,"Professional Services Other","Director of Finance","Shared Services Connected Ltd","1326706",908722.46,"Provision of outsourced HR and Finance services - January 2015","M14 0WN","","30401665","","Administration",""
"393","DEFRA","EA",2015-01-15,"Construction","SE Capital WiP","Team Van Oord","1327784",503693.29,"Buleys Weir refurbishment","BN5 9XQ","","30384997","IMSE100248","Project",""
"394","DEFRA","EA",2015-01-22,"Construction","AN Capital WiP","JBA Bentley Ltd","1329804",54885.16,"Asset refurbishment programme of works","BD23 2QR","","30387943","IMAN002794","Project",""
"395","DEFRA","EA",2015-01-02,"Facilities","SE Kent & South London- Tidal Flood Risk Manager","MITIE Security London Ltd","1326350",155368.8,"Security guard services at Thames Barrier and associated sites - December 2014","MK9 1LR","","30390972","","Administration",""
"396","DEFRA","EA",2015-01-15,"Construction","AN Capital WiP","Team Van Oord","1328235",419985.3,"Whittlesea Washes south bank barrier works assessments 1-5","RG14 5QS","","30384997","IMAN001790","Project",""
"397","DEFRA","EA",2015-01-08,"Professional Services Other","NE Capital WiP","Mott Macdonald Ltd","1326064",47326.48,"Ouse Foss Wharfe model review - December 2014","LS10 1JR","","30384991","IMNE790511","Project",""
"398","DEFRA","EA",2015-01-15,"Professional Services Other","SW Capital WiP","Weymouth & Portland BC","1328130",27645.6,"Bathymetric survey off Chesil Beach.","DT4 8TA","","","IMSW002123","Project",""
"399","DEFRA","EA",2015-01-27,"Construction","NE Capital WiP","Esh Construction Ltd","1324259",38370.6,"Greatham floodbank works","DH6 5PF","","30393946","IMNE000823","Project",""
"400","DEFRA","EA",2015-01-02,"Professional Services Other","FM Operating Unit - Central and South East","Emerson Network Power","1325134",27697.2,"Supply and install uninterruptible power supplies (UPS) system and generator control works","SO18 2RY","","","","Administration",""
"401","DEFRA","EA",2015-01-20,"Construction","NW South-FCRM Ops","AE Yates Ltd","1328210",129618.02,"Irwell Valley catchment asset repairs","BL6 4SB","","","RENW002184","Project",""
"402","DEFRA","EA",2015-01-22,"Construction","NE Capital WiP","Esh Construction Ltd","1329239",37057.45,"Butts Crescent Stanhope works","DH6 5PF","","30393946","IMNE000198","Project",""
"403","DEFRA","EA",2015-01-06,"Construction","AN Capital WiP","PG Wright","1326132",26730,"Anglian region - river vegetation maintenance - weed control","PE12 9EA","","30246241","IMAN001295","Project",""
"404","DEFRA","EA",2015-01-27,"Clinical and Medical","NLS Capital WiP","Skalar UK Ltd","1330109",64645.2,"Supply, delivery and installation of laboratory instruments","YO19 6NA","","","NL00000081","Project",""
"405","DEFRA","EA",2015-01-02,"Construction","SE Capital WiP","West Sussex County Council","1325373",40445,"Upper Mole flood alleviation scheme","PO19 1RG","","","IMTH000956","Project",""
"406","DEFRA","EA",2015-01-22,"Construction","AN Capital WiP","East Suffolk Internal Drainage Board","1329097",48000,"Contribution to improvements to flood defence by East Suffolk Internal Drainage Board at Kirton","PE30 1PH","","","IMAN002686","Project",""
"407","DEFRA","EA",2015-01-08,"Construction","SE KSL - FCRM Ops North","J Breheny Contractors Ltd","1325572",38760.5,"River Quaggy - Eltham Palace trash screen modifications and river maintenance","IP6 8NH","","30343170","FRA16S011","Project",""
"408","DEFRA","EA",2015-01-06,"Professional Services Other","NW North E,P&E","West Cumbria Rivers Trust Ltd","1325993",30000,"Restoration project contribution","CA3 0JW","","","RENW001935","Project",""
"409","DEFRA","EA",2015-01-15,"Construction","SW Capital WiP","Land & Water Services Ltd","1327609",39992.59,"Wick Flood alleviation scheme","GU5 9AF","","30394348","IMSW001863","Project",""
"410","DEFRA","EA",2015-01-02,"Professional Services Other","SE Capital WiP","Adsyst Automation Ltd","1325889",113825.23,"Upgrade of Thames Barrier fibre optic network","GU46 7AA","","","IMSE100315","Project",""
"411","DEFRA","EA",2015-01-22,"Construction","NE Capital WiP","JBA Bentley Ltd","1329794",29762.93,"Snaith Ings reservoir repairs","BD23 2QR","","30387943","IMNE000247","Project",""
"412","DEFRA","EA",2015-01-27,"Construction","NW Capital WiP","JBA Bentley Ltd","1330548",25217.45,"Spinney Culvert refurbishment","BD23 2QR","","30387943","IMNW000480","Project",""
"413","DEFRA","EA",2015-01-08,"Construction","SE Capital WiP","Amalgamated Construction Ltd","1325162",192271.17,"Pagham Harbour inland banks footpath works.","S75 1HT","","30343165","IMSE100220","Project",""
"414","DEFRA","EA",2015-01-15,"Engineering Goods","NE Capital WiP","Xylem Analytics UK Ltd","1328295",37472.4,"Purchase of Hydro Acoustic instruments","SG6 1FJ","","30282796","IMNE640155","Project",""
"415","DEFRA","EA",2015-01-15,"Engineering Goods","AN Capital WiP","R S Aqua Ltd","1327843",50712,"A specialist underwater acoustic receiver plus batteries","GU34 3PL","","","IMAN002870 | IMAN002858","Project",""
"416","DEFRA","EA",2015-01-13,"Engineering Goods","NW North-FCRM Ops","M D Hanafin & Sons Ltd","1326012",27775.8,"Materials for protecting West Plain embankment","LA7 7HH","","","FRA09S103","Project",""
"417","DEFRA","EA",2015-01-20,"Travel","HR Strategy","Calder Conferences Ltd","1329819",33953.86,"Meeting and events booking services","LS16 6RF","","30381405","TRHO002634","Project",""
"418","DEFRA","EA",2015-01-22,"Professional Services Other","NW Capital WiP","Environmental Scientifics Group","1329778",28567.32,"Littleborough River Roch ground investigation","DE15 0YZ","","30309583","IMNW000100","Project",""
"419","DEFRA","EA",2015-01-13,"Construction","SE Capital WiP","Network Rail","1327002",30000,"Support for the appraisal and technical design of the River Thames Scheme","M60 7WY","","","IMTH001691","Project",""
"420","DEFRA","EA",2015-01-08,"Construction","NW Capital WiP","GBV JV Ltd","1323594",128740.82,"Northwich Flood alleviation Scheme","RH1 1LQ","","30393506","IMNW000475","Project",""
"421","DEFRA","EA",2015-01-22,"Professional Services Other","HO Capital WiP","QE Global Ltd","1329232",29665.74,"Install lighting works at Sentinel House","LE6 0GN","","","HOHRIEM003","Project",""
"422","DEFRA","EA",2015-01-15,"Engineering Goods","SE Capital WiP","Xylem Analytics UK Ltd","1328294",26340,"Purchase of hydro acoustic instruments","SG6 1FJ","","30282796","IMSE100379","Project",""
"423","DEFRA","EA",2015-01-06,"Construction","AN Nthn - FCRM Ops (W&N)","PG Wright","1326142",76974,"Anglian region - river vegetation maintenance - weed control","PE12 9EA","","30246241","REAN002123","Project",""
"424","DEFRA","EA",2015-01-27,"Professional Services Other","AN Capital WiP","Jeremy Benn Associates Ltd","1330461",25285.2,"Flood Risk mapping","BD23 3AE","","30384990","IMAN001492","Project",""
"425","DEFRA","EA",2015-01-06,"Professional Services Other","Data Mapping, Modelling & Information","John Wiley & Sons Ltd","1326048",32256.31,"Renewal of Wiley scientific journals database","PO22 9SA","","","HOEV141505","Project",""
"426","DEFRA","EA",2015-01-27,"Engineering Goods","SW Devon & Cornwall Field Monitoring-AEM | SW Wessex Field Monitoring - AEM","Diptone Ltd","1331072",26766,"Testing, inspecting and maintaining Southwest cableway systems","G74 4AA","","","OOSW000005 | OOSW000052","Project",""
"427","DEFRA","EA",2015-01-15,"Professional Services Other","AN Capital WiP","ECS Engineering Services Ltd","1327474",34290,"Midlands and Anglian - mechanical and electrical maintenance of field assets","NG17 2JW","","30312221","IMAN002544","Project",""
"428","DEFRA","EA",2015-01-02,"Engineering Goods","SE Capital WiP","Thermo Fisher Scientific","1326262",35731.44,"Design, supply, installation and maintenance of ultrasonic and electro magnetic flow gauges","CW7 3GA","","30339567","IMSE500248 | IMSE100379","Project",""
"429","DEFRA","EA",2015-01-02,"Engineering Goods","AN Eastern- FCRM Ops (Essex) | AN Eastern- FCRM Op (Norfolk & Suffolk)","Korec","1325598",48000,"Trimble Global Positioning System (GPS) Survey equipment","L22 6QB","","","FRA04S154 | FRA03S036","Project",""
"430","DEFRA","EA",2015-01-15,"Professional Services Other","WT FCRM Ops South East","Integrated Water Services Ltd","1328246",162045.32,"Hambledom Weir - replacement motor project","WS2 7PD","","30348085","FRA15S175","Project",""
"431","DEFRA","EA",2015-01-02,"Professional Services Other","SE North East Thames - AEM East","Hertfordshire & Middlesex Wildlife Trust","1325793",35000,"Hertfordshire Living Rivers project","AL3 4SN","","","RESE000142","Project",""
"432","DEFRA","EA",2015-01-22,"Construction","AN Northern- FCRM Ops (Lincs)","PG Wright","1329294",35280,"River Till, Stow  emergency bank repairs","PE12 9EA","","30397778","REAN002022","Project",""
"433","DEFRA","EA",2015-01-20,"Professional Services Other","Asset Management Manager","University of the West of England","1327574",57611,"Foundation Degree (FdSc) Rivers and Coastal Engineering","BS16 1QY","","30364851","FCPAM00004B00","Project",""
"434","DEFRA","EA",2015-01-20,"ICT Commodities","National Enforcement Service","Memex Technology Ltd","1326396",120000,"Licence and support charges ","G74 5PF","","","","Administration",""
"435","DEFRA","EA",2015-01-22,"ICT Systems","HO Capital WiP","Idhammar Systems Ltd","1329639",66872.08,"Software maintenance and hosting and Cloud services","BS1 6HJ","","","FCPAM00111B00","Project",""
"436","DEFRA","EA",2015-01-02,"Professional Services Other","NE North East - FCRM Ops","Cleartrack EVL Ltd","1326330",42027.41,"North East region tree works, landscaping and other associated services","TN27 9PG","","30295725","RENE690006","Project",""
"437","DEFRA","EA",2015-01-15,"Construction","SE NET - FCRM Ops West","Cleartrack EVL Ltd","1328184",55728,"Incident response additional cover by external contractors","TN27 9PG","","","","Administration",""
"438","DEFRA","EA",2015-01-27,"Professional Services Other","SE KSL - FCRM Ops South","Cleartrack EVL Ltd","1330597",46398,"River Stour works","TN27 9PG","","30343161","FRA12S079","Project",""
"439","DEFRA","EA",2015-01-22,"Construction","SE Capital WiP","Volkerstevin Ltd","1329196",976118.47,"Littlehampton Arun tidal defences","EN11 9BX","","30142737","IMSO001021","Project",""
"440","DEFRA","EA",2015-01-27,"Professional Services Other","Director of Finance","Shared Services Connected Ltd","1329961",58765.52,"Debt recovery service","M14 0WN","","30413545","","Administration",""
"441","DEFRA","EA",2015-01-27,"Professional Services Other","SE Capital WiP","Environmental Scientifics Group","1330768",34115.51,"Stonor Park site investigation","DE15 0XD","","30309583","IMSE100244","Project",""
"442","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","Jackson Civil Engineering Ltd","1327061",249534.42,"Sandwich town tidal defences","IP1 5LT","","30142731","IMSO001057","Project",""
"443","DEFRA","EA",2015-01-27,"Construction","SE Capital WiP","Halcrow Group Ltd","1330501",26038.03,"Sandwich town tidal defences","SN4 0QD","","30071913","IMSO001057","Project",""
"444","DEFRA","EA",2015-01-21,"Professional Services Other","National Accomodation Change Fund","John Howard Levison","1330868",45532.92,"Dilapidations settlement for Willerby Offices","","","","","Administration",""
"445","DEFRA","EA",2015-01-07,"Professional Services Other","MI Capital WiP","Parker Arrenberg Ltd Client Account","1327593",258750,"Purchase of Brumby Rose Cottage as part of asset recovery package <U+0096> Burringham floodbank repairs","","","","","Administration",""
"446","Defra","Fera",2015-01-06,"Scientific Eq: Capital At Cost","Food Quality &Safety Prog","Agilent Technologies Lda Uk Ltd","127232",93835.25,"One Headspace Gas Chromatograph with mass spectrometric detection to replace the existing obsolete system for the Food Quality and Safety Programme","SK8 3GR","","","","",""
"447","Defra","Fera",2015-01-13,"Gpc Clearing Account","Finance & Procurement","National Westminster Bank Plc","127617",38135.45,"Purchases made through the Government Procurement Card - 10 January-9 February 2015","SS1 9AJ","","","","",""
"448","Defra","Fera",2015-01-13,"Ibm (Ciod) Recharge","Inspectorates Programme","Defra","126597",356387.91,"IBM recharge via Defra for IBM contract - July-September 2014","YO1 7PX","","","","",""
"449","Defra","Fera",2015-01-13,"Purchase Of Publications","Knowledge Info Mgt & Systems","Elsevier Bv","127458",50357.61,"Electronic subscription fee and Science Direct Collections Fee for the online journal service Science Direct - 2015","0","","","","",""
"450","Defra","Fera",2015-01-13,"Vending Services","Estates & H&S","Defra","124197",71560.87,"Defra agency recharge for the onsite Nursery subsidy, catering cost provisions (including payroll and room charge). Also includes reprographic refund and other sundry items - 2014-15 Quarter 2","YO1 7PX","","","","",""
"451","Defra","Fera",2015-01-22,"Direct Collaborators","Plant Protection Programme","Met Office","128095",31989.76,"Delivery of analysis work by the Met Office  - December 2014-January 2015 - Funded project, cost will be reimbursed","EX1 3PB","","","B2DT1000","",""
"452","Defra","Fera",2015-01-22,"Purchase Of Publications","Knowledge Info Mgt & Systems","Elsevier Bv","128076",39377.2,"Complete Freedom Collection Fee subscription to the online journal service Science Direct, the world's leading source for scientific, technical and medical research - 2015.","0","","","","",""
"453","Defra","Fera",2015-01-27,"It Software Support","Knowledge Info Mgt & Systems","Advanced Business Solutions","126986",67034.4,"Annual support and maintenance for users of the 'eFinancials' system, timesheets system and Analyser and Oracle Voyager Software - February 2015-January 2016","KT11 1TF","","","","",""
"454","Defra","Fera",2015-01-27,"Other Direct","Inspectorates Programme","Defra","127770",36215,"Specialist Service Centre for Imports (SSCI) recharges on the Plant Health and Seeds Controlled Imports - July-September 2014 - funded project, cost will be reimbursed","YO1 7PX","","","A2AI1000","",""
"455","Defra","JNCC",2015-01-15,"CONTRACTED OUT CONSERVATION SERVICES","Surveillance and monitoring","ENVIRONMENT SYSTEMS LTD","10724",28800,"Evaluating Earth Observation to monitor habitat conditions","SY23 3AH","SME","C13-0171-0805","Programme / Administration","Administration",""
"456","DEFRA","MMO",2015-01-08,"Other Current Payments E","","Globavista Ltd","1692",34980.66,"Completion of web portal updates for Vessel Monitoring System Communications Hub - July 2014","BA5 1AF","","","00000000","Expense",""
"457","DEFRA","MMO",2015-01-26,"Other Current Payments E","","Newlyn Pier Harbour Commissioners","FEF1367190115",29996.25,"European Fisheries Fund grant payment","TR18 5HW","","","00000000","Expense",""
"458","DEFRA","MMO",2015-01-30,"Other Current Payments E","","Poole Harbour Commissioners","FEF1368",29139.34,"European Fisheries Fund grant payment","BH15 4AF","SME","","00000000","Expense",""
"459","DEFRA","MMO",2015-01-26,"Other Current Payments E","","Newlyn Pier Harbour Commissioners","FEF1367",52072.35,"European Fisheries Fund grant payment","TR18 5HW","","","00000000","Expense",""
"460","DEFRA","MMO",2015-01-14,"Contracted out services non IT","","Shared Services Connected Ltd","100000689",40714.54,"Fixed monthly charge for shared services work - January 2015","HP2 7AH","","","00000000","Expense",""
"461","DEFRA","MMO",2015-01-30,"Other Current Payments E","","Sea Fish Industry Authority","FEF0549",188136,"European Fisheries Fund grant payment","EH7 4HG","SME","","00000000","Expense",""
"462","DEFRA","MMO",2015-01-26,"Other Current Payments E","","East Riding Of Yorkshire Council","FEF0463160115",133921.42,"European Fisheries Fund grant payment","HU17 9BA","","","00000000","Expense",""
"463","DEFRA","MMO",2015-01-22,"Other Current Payments E","","Sea Fish Industry Authority","FEF1325",40524.65,"European Fisheries Fund grant payment","EH7 4HG","SME","","00000000","Expense",""
"464","DEFRA","MMO",2015-01-26,"Other Current Payments E","","I Marshall & Sons LLP","FEF1275",33248.55,"European Fisheries Fund grant payment","PL27 6JX","SME","","00000000","Expense",""
"465","DEFRA","MMO",2015-01-22,"Clearing Construction in Progress (I.T.)","","Fivium Ltd","MMO034",41065.94,"Monthly charge for work on Marine Management Organisation Marine Case Management System (MCMS) - December 2014","WC2E 9EZ","SME","","00000000","Asset",""
"466","DEFRA","NE",2015-01-07,"Asset purchases","Corporate Services","Atos IT Services UK Ltd","5584174608",69938.4,"Casework Management software application","WV10 6UH","","","","",""
"467","DEFRA","NE",2015-01-09,"Land Management payments","People, Landscape & Biodiversity","Amphibian and Reptile Conservation","2.31214E+12",35000,"Improvement Programme for England's Natura 2000 sites (IPENS) Project - investigating best practice for management of Great Crested Newts on Special Areas of Conservation sites","BH1 4AP","SME","ECM 6842","","",""
"468","DEFRA","NE",2015-01-09,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice","Apem Ltd","6812",25921.2,"River Clun Sediment Impact and Source Investigation Project - 2014-15","SK4 3GN","SME","ecm_6226","","",""
"469","DEFRA","NE",2015-01-09,"Grants & contributions","People, Landscape & Biodiversity","Buglife The Invertebrate Conservation Trust","330",25000,"Multiple surveys of rare 2006 Natural Environment and Rural Communities (NERC) Act Section 41 invertebrates across England - June-December 2014","PE2 5UU","SME","ECM6497","","",""
"470","DEFRA","NE",2015-01-09,"Travel & subsistence costs","Corporate Services","Redfern Travel Ltd","96893",212721.47,"Rail travel costs - December 2014","BD1 3AZ","SME","","","",""
"471","DEFRA","NE",2015-01-09,"RBS purchases","Corporate Services","Royal Bank Of Scotland","NEDEC2014BILL",622111.1,"Government Procurement Card expenditure - December 2014","EC2M 4BA","","","","",""
"472","DEFRA","NE",2015-01-09,"Service charges","Corporate Services","Shared Services Connected Ltd","100000690",223320.46,"SSCL Shared Services provision for Natural England fixed monthly charge - January 2015","HP2 7AH","","ecm_6089","","",""
"473","DEFRA","NE",2015-01-09,"Grants & contributions","Local Delivery","The Rivers Trust","1420",29950,"Rivers Trust Catchment Sensitive Farming national partnership PINPOINT project - 2014-15","PL17 8PH","SME","896618","","",""
"474","DEFRA","NE",2015-01-09,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice","Westcountry Rivers Ltd","1155",35196,"Water quality catchment assessments for Natura 2000 sites and integration with Catchment-Based Approach (CaBA)","PL17 8PH","SME","ECM 6656","","",""
"475","DEFRA","NE",2015-01-13,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice","T N S Uk Ltd","260143500",101209.8,"Monitor of Engagement with the Natural Environment (MENE) 2 survey - October-December 2014","W5 1UA","","ECM 6477","","",""
"476","DEFRA","NE",2015-01-19,"Telephony costs","Corporate Services","Level 3 Communications UK Limited","80381080",33146.44,"Telephony services for home workers and National Nature Reserves - September 2014-March 2015","RG24 8NA","","ecm_398","","",""
"477","DEFRA","NE",2015-01-19,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice","The Marine Biological Association","897",50000,"Memorandum of Agreement with Marlin (Marine Life Information Network) assessing the sensitivity of marine species and habitats to pressures","PL1 2PB","SME","6775","","",""
"478","DEFRA","NE",2015-01-19,"Monitoring, Evaluation & Surveillance costs","People, Landscape & Biodiversity","University Of Plymouth Enterprise Ltd","6059388",34354,"Natural Connections Demonstration Project for outdoor learning Year Three - 2014-15","PL4 8AA","","","","",""
"479","DEFRA","NE",2015-01-21,"Science & Evidence Studies","Strategy","Bat Conservation Trust","202",80169,"Bat information and advisory service - October-December 2014","SE11 5RD","SME","Ecm_6294","","",""
"480","DEFRA","NE",2015-01-21,"IT services, equipment & consumables","Corporate Services","IBM United Kingdom Ltd","5801150356",25834.9,"Cabling for move to new Manchester office - Arndale House","GU1 2LD","SME","","","",""
"481","DEFRA","NE",2015-01-27,"Training costs","Corporate Services","DEFRA","1000044050",25022.93,"Civil Service Learning recharge - 2014-15","YO1 7PX","","ecm_6502","","",""
"482","DEFRA","NE",2015-01-29,"IT services, equipment & consumables","Corporate Services","Atos IT Services UK Ltd","5584173608",548133.6,"Hosting, support and development of the Genesis IT System - November 2014","WV10 6UH","","Ecm_6399","","",""
