"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (<U+00A3>)","Payscale Maximum (<U+00A3>)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"629","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-NPOG-2025","G7",45299,61976,"Not in Post",1,"Policy"
"630","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-PICD-108","SEO",33675,45769,"Procurement Officer",2,"Procurement"
"631","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-PICD-125","SEO",33675,45769,"Programme Manager",1,"Finance"
"632","Department of Health","Department of Health","Strategy Finance & NHS Directorate","SF-PICD-125","EO",21438,30275,"Commercial Finance Officer",1,"Finance"
"633","Department of Health","Department of Health","Strategy Finance & NHS Directorate","FPO024","G6",57075,75035,"Strategy Advisor",8,"Policy"
"634","Department of Health","Department of Health","Public Health Directorate","CNO017","G7",45299,61976,"Professional Officer",1,"Policy"
"635","Department of Health","Department of Health","Public Health Directorate","CNO017","G6",57075,75035,"Professional Officer",1,"Policy"
"636","Department of Health","Department of Health","Public Health Directorate","CNO017","HEO",26492,37316,"Finance Officer",1,"Operational Delivery"
"637","Department of Health","Department of Health","Public Health Directorate","CNO017","EO",21438,30275,"Admin support",1,"Operational Delivery"
"638","Department of Health","Department of Health","Public Health Directorate","CNO017","G7",45299,61976,"Professional Officer",1,"Operational Delivery"
"639","Department of Health","Department of Health","Public Health Directorate","CNO017","G7",45299,61976,"Professional Officer",1,"Operational Delivery"
"640","Department of Health","Department of Health","Public Health Directorate","PHD-060","G7",45299,61976,"Professional Officer",1,"Policy"
"641","Department of Health","Department of Health","Public Health Directorate","PHD-066","G7",45299,61976,"Policy Lead co-ordinating corework",1,"Policy"
"642","Department of Health","Department of Health","Public Health Directorate","PHD-066","G7",45299,61976,"Programme Officer Manager",1,"Programme and Project Management (PPM)"
"643","Department of Health","Department of Health","Public Health Directorate","PHD-066","EO",21438,30275,"Admin support",1,"Programme and Project Management (PPM)"
"644","Department of Health","Department of Health","Public Health Directorate","PHD-006","EO",21438,30275,"Diary Secretary",1,"Operational Delivery"
"645","Department of Health","Department of Health","Public Health Directorate","PHD-018","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"646","Department of Health","Department of Health","Public Health Directorate","PHD-188","G7",45299,61976,"Principal Private Secretary",1,"Operational Delivery"
"647","Department of Health","Department of Health","Public Health Directorate","PHD-188","G7",45299,61976,"Programme Manager",1,"Operational Delivery"
"648","Department of Health","Department of Health","Public Health Directorate","PHD-188","SEO",33675,45769,"Budget, Funding etc Manager",1,"Operational Delivery"
"649","Department of Health","Department of Health","Public Health Directorate","PHD-019","G7",45299,61976,"Business Manager",1,"Operational Delivery"
"650","Department of Health","Department of Health","Public Health Directorate","PHD-019","EO",21438,30275,"PA Support",1,"Operational Delivery"
"651","Department of Health","Department of Health","Public Health Directorate","PHD-069","G6",57075,75035,"Programme Manager",1,"Policy"
"652","Department of Health","Department of Health","Public Health Directorate","PHD-069","G7",45299,61976,"Programme Manager",1,"Policy"
"653","Department of Health","Department of Health","Public Health Directorate","PHD-069","G7",45299,61976,"Programme Manager",1,"Policy"
"654","Department of Health","Department of Health","Public Health Directorate","PHD-069","G6",57075,75035,"Programme Manager",1,"Policy"
"655","Department of Health","Department of Health","Public Health Directorate","HIP027","G6",57075,75035,"Programme Manager",1,"Policy"
"656","Department of Health","Department of Health","Public Health Directorate","HIP027","G6",57075,75035,"Programme Manager",1,"Policy"
"657","Department of Health","Department of Health","Public Health Directorate","HIP027","G7",45299,61976,"Policy Adviser",1,"Policy"
"658","Department of Health","Department of Health","Public Health Directorate","HIP027","G7",45299,61976,"Policy Adviser",1,"Policy"
"659","Department of Health","Department of Health","Public Health Directorate","PHD-063","G7",45299,61976,"Policy Manager",1,"Policy"
"660","Department of Health","Department of Health","Public Health Directorate","PHD-063","G7",45299,61976,"Food Network Manager",1,"Policy"
"661","Department of Health","Department of Health","Public Health Directorate","PHD-063","G7",45299,61976,"Policy Manager",1,"Policy"
"662","Department of Health","Department of Health","Public Health Directorate","PHD-063","G6",57075,75035,"Obesity Strategy & Programme Lead",1,"Policy"
"663","Department of Health","Department of Health","Public Health Directorate","PHD-070","G7",45299,61976,"Head of Health & Work",1,"Policy"
"664","Department of Health","Department of Health","Public Health Directorate","PHD-070","G6",57075,75035,"Head of Nutrition and Maternal & Infant Feeding",1,"Policy"
"665","Department of Health","Department of Health","Public Health Directorate","PHD-070","G6",57075,75035,"Head of Children & Young People",1,"Policy"
"666","Department of Health","Department of Health","Public Health Directorate","PHD-070","G7",45299,61976,"Project Manager",1,"Policy"
"667","Department of Health","Department of Health","Public Health Directorate","PHD-020","G6",57075,75035,"Clinical Countermeasures Manager",1,"Policy"
"668","Department of Health","Department of Health","Public Health Directorate","PHD-020","G6",57075,75035,"Programme Manager",1,"Policy"
"669","Department of Health","Department of Health","Public Health Directorate","PHD-020","G6",57075,75035,"Policy Manager",1,"Policy"
"670","Department of Health","Department of Health","Public Health Directorate","PHD-020","G6",57075,75035,"Business Manager",1,"Operational Delivery"
"671","Department of Health","Department of Health","Public Health Directorate","PHD-064","G6",57075,75035,"Senior Policy Manager",1,"Policy"
"672","Department of Health","Department of Health","Public Health Directorate","PHD-064","G6",57075,75035,"Head of Policy, HCAI",1,"Policy"
"673","Department of Health","Department of Health","Public Health Directorate","PHD-064","G7",45299,61976,"Blood Supply/Safety & NHSBT Sponsor",1,"Policy"
"674","Department of Health","Department of Health","Public Health Directorate","PHD-064","G7",45299,61976,"Blood-Bome Viruses & TB",1,"Policy"
"675","Department of Health","Department of Health","Public Health Directorate","PHD-064","EO",21438,30275,"PA Support",1,"Operational Delivery"
"676","Department of Health","Department of Health","Public Health Directorate","PHD-062","G7",45299,61976,"Policy Manager",1,"Policy"
"677","Department of Health","Department of Health","Public Health Directorate","PHD-062","G7",45299,61976,"Policy Manager",1,"Policy"
"678","Department of Health","Department of Health","Public Health Directorate","PHD-073","G6",57075,75035,"Incident Response Lead",1,"Policy"
"679","Department of Health","Department of Health","Public Health Directorate","PHD-073","G7",45299,61976,"Policy Manager",1,"Policy"
"680","Department of Health","Department of Health","Public Health Directorate","PHD-073","G7",45299,61976,"Policy Manager",1,"Policy"
"681","Department of Health","Department of Health","Public Health Directorate","PHD-073","G6",57075,75035,"Senior Programme Manager",1,"Policy"
"682","Department of Health","Department of Health","Public Health Directorate","PHD-073","G6",57075,75035,"Senior Programme Manager",1,"Policy"
"683","Department of Health","Department of Health","Public Health Directorate","PHD-073","G7",45299,61976,"Business Manager",1,"Operational Delivery"
"684","Department of Health","Department of Health","Public Health Directorate","PHD-006","G7",45299,61976,"Health Protection Governance",1,"Policy"
"685","Department of Health","Department of Health","Public Health Directorate","PHD-006","EO",21438,30275,"PA Support",1,"Policy"
"686","Department of Health","Department of Health","Public Health Directorate","PHD-1913","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"687","Department of Health","Department of Health","Public Health Directorate","PHD-1913","SEO",33675,45769,"Project Manager",1,"Programme and Project Management (PPM)"
"688","Department of Health","Department of Health","Public Health Directorate","PHD-1913","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"689","Department of Health","Department of Health","Public Health Directorate","PHD-1913","SEO",33675,45769,"Finance Manager",1,"Finance"
"690","Department of Health","Department of Health","Public Health Directorate","PHD-1913","G6",57075,75035,"Deputy Branch Head & Seasonal Flu",1,"Policy"
"691","Department of Health","Department of Health","Public Health Directorate","PHD-017","EO",21438,30275,"PA Support",1,"Operational Delivery"
"692","Department of Health","Department of Health","Public Health Directorate","PHD-065","G7",45299,61976,"Resource Manager",1,"Policy"
"693","Department of Health","Department of Health","Public Health Directorate","PHD-065","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"694","Department of Health","Department of Health","Public Health Directorate","PHD-065","G7",45299,61976,"Programme Manager",1,"Policy"
"695","Department of Health","Department of Health","Public Health Directorate","PHD-065","G7",45299,61976,"Programme Manager",1,"Policy"
"696","Department of Health","Department of Health","Public Health Directorate","PHD-065","G6",57075,75035,"Senior Programme Manager",1,"Policy"
"697","Department of Health","Department of Health","Public Health Directorate","PHD-072","G6",57075,75035,"Senior Programme Manager",1,"Policy"
"698","Department of Health","Department of Health","Public Health Directorate","PHD-072","G7",45299,61976,"Programme Manager",1,"Policy"
"699","Department of Health","Department of Health","Public Health Directorate","PHD-072","G7",45299,61976,"Programme Manager",1,"Policy"
"700","Department of Health","Department of Health","Public Health Directorate","PHD-068","G6",57075,75035,"Analyst",1,"Policy"
"701","Department of Health","Department of Health","Public Health Directorate","PHD-068","G6",57075,75035,"Programme Manager",1,"Policy"
"702","Department of Health","Department of Health","Public Health Directorate","PHD-068","G6",57075,75035,"Programme Manager",1,"Policy"
"703","Department of Health","Department of Health","Public Health Directorate","PHD-068","G6",57075,75035,"Statistician",1,"Statisticians"
"704","Department of Health","Department of Health","Public Health Directorate","PHD-068","G7",45299,61976,"Head of Sexual Health",1,"Policy"
"705","Department of Health","Department of Health","Public Health Directorate","PHD-068","EO",21438,30275,"PA Support",1,"Operational Delivery"
"706","Department of Health","Department of Health","Public Health Directorate","PHD-068","G6",57075,75035,"Senior Project Manager",1,"Policy"
"707","Department of Health","Department of Health","Public Health Directorate","PHD-068","G6",57075,75035,"Head of Genetics and Advanced Therapies",1,"Policy"
"708","Department of Health","Department of Health","Public Health Directorate","PHD-061","SEO",33675,45769,"Senior Policy Manager",1,"Policy"
"709","Department of Health","Department of Health","Public Health Directorate","PHD-061","G6",57075,75035,"Senior Programme Manager",1,"Policy"
"710","Department of Health","Department of Health","Public Health Directorate","PHD-061","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"711","Department of Health","Department of Health","Public Health Directorate","PHD-061","SEO",33675,45769,"Policy Manager",1,"Policy"
"712","Department of Health","Department of Health","Public Health Directorate","PHD-067","AO",17209,23567,"Admin support",1,"Operational Delivery"
"713","Department of Health","Department of Health","Public Health Directorate","PHD-067","G6",57075,75035,"Analyst",1,"Policy"
"714","Department of Health","Department of Health","Public Health Directorate","PHD-067","G6",57075,75035,"Senior Programme Manager",1,"Policy"
"715","Department of Health","Department of Health","Public Health Directorate","PHD-067","SEO",33675,45769,"Assistant Statistician",1,"Statisticians"
"716","Department of Health","Department of Health","Public Health Directorate","PHD-067","G6",57075,75035,"Senior Analyst",1,"Policy"
"717","Department of Health","Department of Health","Public Health Directorate","PHD-067","G6",57075,75035,"Economist",1,"Policy"
"718","Department of Health","Department of Health","Public Health Directorate","PHD-064","G6",57075,75035,"Head of Policy, HCAI",1,"Policy"
"719","Department of Health","Department of Health","Public Health Directorate","PHD-064","G6",57075,75035,"Head of Policy, HCAI",1,"Policy"
"720","Department of Health","Department of Health","Public Health Directorate","PHD-1913","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"721","Department of Health","Department of Health","Public Health Directorate","PHD-020","G6",57075,75035,"Programme Manager",1,"Policy"
"722","Department of Health","Department of Health","Public Health Directorate","PHD-063","SEO",33675,45769,"Policy Manager",1,"Policy"
"723","Department of Health","Department of Health","Public Health Directorate","PHD-019","AO",17209,23567,"Admin support",1,"Policy"
"724","Department of Health","Department of Health","Public Health Directorate","PHD-019","EO",21438,30275,"Business Support Officer",1,"Policy"
"725","Department of Health","Department of Health","Public Health Directorate","PHD-019","HEO",26492,37316,"Corporate Manager",0.88,"Policy"
"726","Department of Health","Department of Health","Public Health Directorate","PHD-019","SEO",33675,45769,"Policy Manager",0.75,"Policy"
"727","Department of Health","Department of Health","Public Health Directorate","PHD-019","G7",45299,61976,"Policy Lead co-ordinating corework",1,"Policy"
"728","Department of Health","Department of Health","Public Health Directorate","PHD-019","G7",45299,61976,"Policy Lead co-ordinating corework",1,"Policy"
"729","Department of Health","Department of Health","Public Health Directorate","PHD-019","G7",45299,61976,"Science Manager",1,"Policy"
"730","Department of Health","Department of Health","External Relations Directorate","ERD004","FS",29992,41546,"Assistant Private Secretary",1,"Operational Delivery"
"731","Department of Health","Department of Health","External Relations Directorate","ERD004","EO",21438,30275,"Admin support",1,"Operational Delivery"
"732","Department of Health","Department of Health","External Relations Directorate","ERD004","AO",17209,23567,"Correspondence Manager",1,"Operational Delivery"
"733","Department of Health","Department of Health","External Relations Directorate","ERD004","EO",21438,30275,"Diary Secretary",1,"Operational Delivery"
"734","Department of Health","Department of Health","External Relations Directorate","ERD004","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"735","Department of Health","Department of Health","External Relations Directorate","ERD004","SEO",33675,45769,"Communications Manager",1,"Operational Delivery"
"736","Department of Health","Department of Health","External Relations Directorate","ERD004","FS",29992,41546,"Private Secretary",1,"Operational Delivery"
"737","Department of Health","Department of Health","External Relations Directorate","ERD004","G7",45299,61976,"Private Secretary",2,"Operational Delivery"
"738","Department of Health","Department of Health","External Relations Directorate","ERD010","EO",21438,30275,"Personal Assistant",1,"Operational Delivery"
"739","Department of Health","Department of Health","External Relations Directorate","ERD011","EO",21438,30275,"Personal Assistant",1,"Policy"
"740","Department of Health","Department of Health","External Relations Directorate","ERD011","EO",21438,30275,"Personal Assistant",1,"Policy"
"741","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"FOI Support Officer",2,"Operational Delivery"
"742","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"FOI Team Lead",2,"Operational Delivery"
"743","Department of Health","Department of Health","External Relations Directorate","ERD012","G7",45299,61976,"Senior FOI Support Officer",1,"Operational Delivery"
"744","Department of Health","Department of Health","External Relations Directorate","ERD012","SEO",33675,45769,"Senior FOI Support Officer",1,"Operational Delivery"
"745","Department of Health","Department of Health","External Relations Directorate","ERD012","SEO",33675,45769,"Senior FOI Support Officer",1,"Operational Delivery"
"746","Department of Health","Department of Health","External Relations Directorate","ERD012","SEO",33675,45769,"Senior FOI Support Officer",1,"Operational Delivery"
"747","Department of Health","Department of Health","External Relations Directorate","ERD012","FS",29992,41546,"Assistant Private Secretary",1,"Operational Delivery"
"748","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Assistant Private Secretary",1,"Operational Delivery"
"749","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Diary Secretary",1,"Operational Delivery"
"750","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Office Manager",1,"Operational Delivery"
"751","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"PA Support",1,"Operational Delivery"
"752","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Admin support",3,"Operational Delivery"
"753","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Admin support",1,"Operational Delivery"
"754","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Admin support",3,"Operational Delivery"
"755","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Admin support",1,"Operational Delivery"
"756","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Correspondence Officer",1,"Operational Delivery"
"757","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Correspondence Officer",2,"Operational Delivery"
"758","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Correspondence Officer",26,"Operational Delivery"
"759","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Correspondence Manager",4,"Operational Delivery"
"760","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"761","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Correspondence Manager",1,"Operational Delivery"
"762","Department of Health","Department of Health","External Relations Directorate","ERD012","G7",45299,61976,"Senior Operational Manager",1,"Operational Delivery"
"763","Department of Health","Department of Health","External Relations Directorate","ERD012","G6",57075,75035,"Senior Correspondence Manager",1,"Operational Delivery"
"764","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Executive Assistant",1,"Operational Delivery"
"765","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Executive Assistant",7,"Operational Delivery"
"766","Department of Health","Department of Health","External Relations Directorate","ERD012","SEO",33675,45769,"Correspondence Manager",1,"Operational Delivery"
"767","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Executive Assistant",5,"Operational Delivery"
"768","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Team Support Officer",1,"Operational Delivery"
"769","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Executive Assistant",2,"Operational Delivery"
"770","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Knowledge Information Management Manager",1,"Operational Delivery"
"771","Department of Health","Department of Health","External Relations Directorate","ERD012","SEO",33675,45769,"Parliamentary Officer",1,"Operational Delivery"
"772","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Legislation Officer",1,"Operational Delivery"
"773","Department of Health","Department of Health","External Relations Directorate","ERD012","G7",45299,61976,"Parliamentary Officer",1,"Operational Delivery"
"774","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Parliamentary Officer",1,"Operational Delivery"
"775","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Parliamentary Officer",3,"Operational Delivery"
"776","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Parliamentary Officer",1,"Operational Delivery"
"777","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Assistant Private Secretary",1,"Operational Delivery"
"778","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Assistant Private Secretary",2,"Operational Delivery"
"779","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Assistant Private Secretary",1,"Operational Delivery"
"780","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Assistant Private Secretary",2,"Operational Delivery"
"781","Department of Health","Department of Health","External Relations Directorate","ERD012","FS",29992,41546,"Assistant Private Secretary",1,"Operational Delivery"
"782","Department of Health","Department of Health","External Relations Directorate","ERD012","HEO",26492,37316,"Assistant Private Secretary",1,"Operational Delivery"
"783","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Diary Manager",1,"Operational Delivery"
"784","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Diary Secretary",1,"Operational Delivery"
"785","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Diary Secretary",1,"Operational Delivery"
"786","Department of Health","Department of Health","External Relations Directorate","ERD012","EO",21438,30275,"Diary Secretary",1,"Operational Delivery"
"787","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Office Manager",1,"Operational Delivery"
"788","Department of Health","Department of Health","External Relations Directorate","ERD012","AO",17209,23567,"Office Manager",1,"Operational Delivery"
"789","Department of Health","Department of Health","External Relations Directorate","ERD012","G7",45299,61976,"Private Secretary",1,"Operational Delivery"
"790","Department of Health","Department of Health","External Relations Directorate","ERD012","G7",45299,61976,"Private Secretary",3,"Operational Delivery"
"791","Department of Health","Department of Health","External Relations Directorate","ERD013","G6",57075,75035,"Senior Communications Manager",1,"Communications"
"792","Department of Health","Department of Health","External Relations Directorate","ERD013","AO",17209,23567,"Finance Support Officer",1,"Communications"
"793","Department of Health","Department of Health","External Relations Directorate","ERD013","SEO",33675,45769,"Development Manager",1,"Communications"
"794","Department of Health","Department of Health","External Relations Directorate","ERD013","EO",21438,30275,"Office Manager",1,"Communications"
"795","Department of Health","Department of Health","External Relations Directorate","ERD013","SEO",33675,45769,"Private Secretary",1,"Communications"
"796","Department of Health","Department of Health","External Relations Directorate","ERD013","SEO",33675,45769,"Communications Manager",1,"Communications"
"797","Department of Health","Department of Health","External Relations Directorate","ERD013","SEO",33675,45769,"Research Manager",1,"Communications"
"798","Department of Health","Department of Health","External Relations Directorate","ERD013","G7",45299,61976,"Senior Communications Manager",1,"Communications"
"799","Department of Health","Department of Health","External Relations Directorate","ERD013","HEO",26492,37316,"Operational Support Officer",1,"Communications"
"800","Department of Health","Department of Health","External Relations Directorate","ERD035","G6",57075,75035,"Senior Operational Manager",1,"Operational Delivery"
"801","Department of Health","Department of Health","External Relations Directorate","ERD035","G7",45299,61976,"Senior Operational Manager",1,"Operational Delivery"
"802","Department of Health","Department of Health","External Relations Directorate","ERD035","HEO",26492,37316,"Business Manager",1,"Operational Delivery"
"803","Department of Health","Department of Health","External Relations Directorate","ERD035","G7",45299,61976,"Senior Policy Manager",1,"Operational Delivery"
"804","Department of Health","Department of Health","External Relations Directorate","ERD035","G6",57075,75035,"Senior Information Manager",1,"Operational Delivery"
"805","Department of Health","Department of Health","External Relations Directorate","ERD035","G7",45299,61976,"Senior Policy Manager",1,"Operational Delivery"
"806","Department of Health","Department of Health","External Relations Directorate","ERD035","AO",17209,23567,"Policy Support Officer",1,"Operational Delivery"
"807","Department of Health","Department of Health","External Relations Directorate","ERD035","G6",57075,75035,"Senior Policy Manager",1,"Operational Delivery"
"808","Department of Health","Department of Health","External Relations Directorate","ERD035","SEO",33675,45769,"Analyst",1,"Operational Delivery"
"809","Department of Health","Department of Health","External Relations Directorate","ERD035","G7",45299,61976,"Senior Policy Manager",1,"Operational Delivery"
"810","Department of Health","Department of Health","External Relations Directorate","ERD035","G7",45299,61976,"Senior Policy Manager",1,"Operational Delivery"
"811","Department of Health","Department of Health","External Relations Directorate","ERD035","G7",45299,61976,"Programme Manager",1,"Operational Delivery"
"812","Department of Health","Department of Health","External Relations Directorate","ERD035","EO",21438,30275,"Project Support Officer",1,"Operational Delivery"
"813","Department of Health","Department of Health","External Relations Directorate","ERD035","G7",45299,61976,"Section Head",1,"Operational Delivery"
"814","Department of Health","Department of Health","External Relations Directorate","ERD042","HEO",26492,37316,"Business Manager",1,"Policy"
"815","Department of Health","Department of Health","External Relations Directorate","ERD042","EO",21438,30275,"Business Support Officer",1,"Policy"
"816","Department of Health","Department of Health","External Relations Directorate","ERD042","G7",45299,61976,"Senior Communications Manager",1,"Policy"
"817","Department of Health","Department of Health","External Relations Directorate","ERD042","G7",45299,61976,"Senior Communications Manager",1,"Policy"
"818","Department of Health","Department of Health","External Relations Directorate","ERD042","EO",21438,30275,"Personal Assistant",1,"Policy"
"819","Department of Health","Department of Health","External Relations Directorate","ERD042","HEO",26492,37316,"Project Manager",1,"Policy"
"820","Department of Health","Department of Health","External Relations Directorate","ERD042","EO",21438,30275,"Project Support Officer",2,"Policy"
"821","Department of Health","Department of Health","External Relations Directorate","ERD042","G7",45299,61976,"Senior Communications Manager",2,"Policy"
"822","Department of Health","Department of Health","External Relations Directorate","ERD042","SEO",33675,45769,"Communications Manager",1,"Policy"
"823","Department of Health","Department of Health","External Relations Directorate","ERD043","SEO",33675,45769,"HR Officer",1,"Policy"
"824","Department of Health","Department of Health","External Relations Directorate","ERD043","SEO",33675,45769,"Finance Manager",1,"Policy"
"825","Department of Health","Department of Health","External Relations Directorate","ERD043","G7",45299,61976,"Finance Manager",1,"Policy"
"826","Department of Health","Department of Health","External Relations Directorate","ERD043","SEO",33675,45769,"Finance Manager",1,"Policy"
"827","Department of Health","Department of Health","External Relations Directorate","ERD043","G7",45299,61976,"Senior Finance Manager",1,"Policy"
"828","Department of Health","Department of Health","External Relations Directorate","ERD043","EO",21438,30275,"Finance Support Officer",1,"Policy"
"829","Department of Health","Department of Health","External Relations Directorate","ERD043","SEO",33675,45769,"Finance Officer",1,"Policy"
"830","Department of Health","Department of Health","External Relations Directorate","ERD043","G7",45299,61976,"Policy Manager",1,"Policy"
"831","Department of Health","Department of Health","External Relations Directorate","ERD043","HEO",26492,37316,"Policy Manager",1,"Policy"
"832","Department of Health","Department of Health","External Relations Directorate","ERD043","SEO",33675,45769,"Policy Manager",1,"Policy"
"833","Department of Health","Department of Health","External Relations Directorate","ERD043","HEO",26492,37316,"Policy Manager",1,"Policy"
"834","Department of Health","Department of Health","External Relations Directorate","ERD043","G7",45299,61976,"Senior Policy Manager",1,"Policy"
"835","Department of Health","Department of Health","External Relations Directorate","ERD043","G6",57075,75035,"Section Head",1,"Policy"
"836","Department of Health","Department of Health","External Relations Directorate","ERD043","G7",45299,61976,"Section Head",1,"Policy"
"837","Department of Health","Department of Health","External Relations Directorate","ERD043","G6",57075,75035,"Section Head",1,"Policy"
"838","Department of Health","Department of Health","External Relations Directorate","ERD043","EO",21438,30275,"Executive Assistant",1,"Policy"
"839","Department of Health","Department of Health","External Relations Directorate","ERD043","AO",17209,23567,"Team Support Officer",2,"Policy"
"840","Department of Health","Department of Health","External Relations Directorate","ERD044","FS",29992,41546,"Economist",1,"Statisticians"
"841","Department of Health","Department of Health","External Relations Directorate","ERD044","FS",29992,41546,"Research Manager",1,"Statisticians"
"842","Department of Health","Department of Health","External Relations Directorate","ERD044","G7",45299,61976,"Analyst",1,"Statisticians"
"843","Department of Health","Department of Health","External Relations Directorate","ERD044","G6",57075,75035,"Senior Economist",1,"Statisticians"
"844","Department of Health","Department of Health","External Relations Directorate","ERD044","G7",45299,61976,"Statistician",2,"Statisticians"
"845","Department of Health","Department of Health","External Relations Directorate","ERD044","G7",45299,61976,"Statistician",1,"Statisticians"
"846","Department of Health","Department of Health","External Relations Directorate","ERD045","G6",57075,75035,"Deputy Head of Unit",1,"Policy"
"847","Department of Health","Department of Health","External Relations Directorate","ERD045","EO",21438,30275,"Deputy Policy Manager",1,"Policy"
"848","Department of Health","Department of Health","External Relations Directorate","ERD045","HEO",26492,37316,"Deputy Head of Unit",1,"Policy"
"849","Department of Health","Department of Health","External Relations Directorate","ERD045","EO",21438,30275,"Executive Assistant",2,"Policy"
"850","Department of Health","Department of Health","External Relations Directorate","ERD045","G7",45299,61976,"Legislation Manager",1,"Policy"
"851","Department of Health","Department of Health","External Relations Directorate","ERD045","G7",45299,61976,"Section Head",1,"Policy"
"852","Department of Health","Department of Health","External Relations Directorate","ERD045","G7",45299,61976,"Section Head",1,"Policy"
"853","Department of Health","Department of Health","External Relations Directorate","ERD045","G7",45299,61976,"Legislation Manager",1,"Policy"
"854","Department of Health","Department of Health","External Relations Directorate","ERD045","EO",21438,30275,"Legislation Officer",1,"Policy"
"855","Department of Health","Department of Health","External Relations Directorate","ERD045","SEO",33675,45769,"Legislation Manager",3,"Policy"
"856","Department of Health","Department of Health","External Relations Directorate","ERD045","EO",21438,30275,"PA Support",1,"Policy"
"857","Department of Health","Department of Health","External Relations Directorate","ERD045","HEO",26492,37316,"Project Support Officer",1,"Policy"
"858","Department of Health","Department of Health","External Relations Directorate","ERD045","EO",21438,30275,"Policy Support Officer",1,"Policy"
"859","Department of Health","Department of Health","External Relations Directorate","ERD045","EO",21438,30275,"Policy Support Officer",1,"Policy"
"860","Department of Health","Department of Health","External Relations Directorate","ERD045","SEO",33675,45769,"Programme Manager",1,"Policy"
"861","Department of Health","Department of Health","External Relations Directorate","ERD045","SEO",33675,45769,"Project Manager",1,"Policy"
"862","Department of Health","Department of Health","External Relations Directorate","ERD045","G7",45299,61976,"Project Manager",1,"Policy"
"863","Department of Health","Department of Health","External Relations Directorate","ERD045","SEO",33675,45769,"Legislation Manager",1,"Policy"
"864","Department of Health","Department of Health","External Relations Directorate","ERD045","SEO",33675,45769,"Legislation Manager",1,"Policy"
"865","Department of Health","Department of Health","External Relations Directorate","ERD045","SEO",33675,45769,"Senior Policy Manager",1,"Policy"
"866","Department of Health","Department of Health","External Relations Directorate","ERD045","SEO",33675,45769,"Senior Programme Manager",1,"Policy"
"867","Department of Health","Department of Health","External Relations Directorate","ERD045","HEO",26492,37316,"Communications Manager",1,"Policy"
"868","Department of Health","Department of Health","External Relations Directorate","ERD046","G7",45299,61976,"Chief Press Officer",5,"Communications"
