CODICE_MUSEO,CODICE_SEDE,PROVINCIA_SEDE,COMUNE_SEDE,DENOMINAZIONE_MUSEO,DENOMINAZIONE_SEDE,INDIRIZZO_SEDE,FRAZIONE_SEDE,CAP_SEDE,TELEFONO_SEDE,FAX_SEDE,EMAIL_SEDE,SITO_WEB_SEDE,SITO_WEB_SEDE_1,NOTE_SEDE,TIPO_RICONOSCIMENTO,TIPOLOGIA_MUSEO,TIPOLOGIA_ENTE_PROPRIETARIO,APERTURA_SEDE,TIPO_CHIUSURA,MOTIVAZIONE_CHIUSURA_TEMPO_DET,NOTE_APERTURA,DESCRIZIONE_ORARI_APERTURA,CHIUSURA_SETTIMANALE,NOTE_ORARI_APERTURA,PARCHEGGI_VICINI,PARCHEGGI_PERS_DISABILITA,BIGLIETTERIA,GUARDAROBA,AREA_ACCOGLIENZA,BOOKSHOP,CAFFETTERIA,AREA_ASSISTENZA_INFANZIA,NOTE_SPAZI_SERVIZIO_PUBBLICO,LABORATORIO_FOTOGRAFICO,LABORATORIO_RESTAURO,LABORATORIO_PREPARAZIONE,LABORATORIO_ANALISI,NOTE_LABORATORI,SERVIZI_IGIENICI,SERV_IG_PERS_DISABILITA,DOTAZ_INFORMATICHE_STUDIO,DOTAZ_INFORMATICHE_AREE_ESP,TIPO_ACCESSO_PERS_DISABILITA,GRATUITO_PAGAMENTO,GIORNO_INGRESSO_GRATIS,PREZZO_INTERO_EURO,PREZZO_RIDOTTO_EURO,PREZZO_GRUPPI_EURO,PREZZO_SCUOLE_EURO,PREZZO_ALTRO_EURO,BIGLIETTO_CUMULATIVO,FIDELIZZAZIONE,ABBONAMENTO,NOTE_MODALITA_ACCESSO,ANNO_RIF_VISITATORI,TOTALE_VISITATORI,SINGOLI,UNDER_18_OVER_65,GRUPPI_SCOLASTICI,GRUPPI_ORGANIZZATI,NOTE_AFFLUENZA_PUBBLICO,STORICO_VISITATORI,DOTATO_CARTA_SERVIZI,SERVIZIO_EDUCATIVO,BIBLIOTECA,FOTOTECA,ARCHIVIO,DEPOSITI_CONSULTABILI,ALTRO,NOTE_SERVIZI_UTENTI,DISP_SERVIZI_ONLINE,PRENOTAZIONE_ONLINE,ACQUISTI_ONLINE,CONSULTAZIONE_ARCHIVI_ONLINE,NOTE_SERVIZI_ONLINE,WGS84_X,WGS84_Y,LOCATION
1383,1502,LC,GARLATE,CIVICO MUSEO DELLA SETA ABEGG,Civico Museo della Seta Abegg,"Via Statale, 490",,23852,3319960890,,turismo@museosetagarlate.it,http://www.museosetagarlate.it,,,Raccolta Museale,Scienza e Tecnica,ENTE PUBBLICO,SI,,,,"orario estivo:
Sabato 14.30-18.30 / Domenica 9.30-12.30 e 14.30-18.30

orario invernale:
Sabato 14.30-18.00 / Domenica 9.30-12.30 e 14.30-18.00

Da lunedì a sabato mattina aperto solo su prenotazione per visite guidate e laboratori.",Sempre a disposizione.,le ore di aperture indicate riguardano quelle permanenti ad esse vanno aggiunte le ore di visita richieste in settimana di molto superiori,SI,SI,SI,SI,SI,SI,NO,SI,,NO,NO,SI,SI,didattica sul baco da seta e sulla trattura,SI,SI,NO,SI,ACCESSO TOTALE,A PAGAMENTO,Il secondo sabato di settembre per la Festa delle Corti,6,4,4,4,,NO,NO,NO,"Riduzioni previste per soci TCI, ICOM, possessori COMO LAKE CARD.
Per le visite di gruppo prenotate il biglietto viene preso e pagato direttamente online alla concessionaria delle visite.",2018,2000,500,,600,900,"Visitatori 2019: totale 3.500, di cui 1.200 visitatori singoli e 2.300 visitatori in gruppo.",(2018:2000),NO,SI,NO,NO,NO,NO,NO,Servizi di consulenza finalizzati alla realizzazione di progetti di bachicoltura didattica.,NO,NO,NO,NO,Il sito permette l'utilizzo di materiali e video informativi e specifici per l'utenza scolastica,9.403603,45.806529,"(45.806529, 9.403603)"
2185,2228,MI,MILANO,MUSEO ASTRONOMICO DI BRERA,MUSEO ASTRONOMICO DI BRERA,"Via Brera, 28",,20121,02 72320433,,gianpiero.tagliaferri@brera.inaf.it,http://museoastronomico.brera.inaf.it,,,Raccolta Museale,Scienza e Tecnica,ISTITUO O ENTE DI RICERCA,SI,,,,"Museo Astronomico è aperto dal lunedì al venerdì dalle ore 9 alle 16:30.
Possibili aperture straordinarie di sera e nei week-end per eventi speciali",sabato e festivi,,SI,SI,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,SI,NO,NO,NO,ACCESSO PARZIALE,GRATUITO,,,,10,5,5,NO,NO,NO,"La visita al Museo è gratuita, con richiesta di un contributo volontario facoltativo. In ragione della specificità dei reperti esposti, sono fortemente incoraggiate le visite guidate e la partecipazione ad iniziative proposte quotidianamente alle scuole e ai gruppi.  
Le cifre inserite nella tabella Tipologia si riferiscono rispettivamente a visite guidate organizzate, visite e confernza per le scuole (parte del programma didattico di INAF-OAB) e a visite guidate offerte senza prenotazione con cadenza specificata sulla pagina WEB.
Il costo del bilgietto si intende a persona.  Sono previsti sconti per minori e per pensionati.",2019,12780,11400,,872,508,"per gli ingressi il numero e' stimato con ragionevole accuratezza dalla nostra portineria, ma non abbiamo un rivelatore automatico. Tra questi sono conteggiati anche i visitatori delle domeniche nelle quali il museo rimane aperto grazie alla convenzione con il TCI nel progetto ""aperti per voi"" e che ha visto una affluenza pari a 6960 visitatori (stimati con contapersone manuale dai volontari TCI).   Le visite sono basate sulle prenotazioni",(2019:12780)|(2018:6712)|(2017:8100)|(2016:154000)|(2015:5000),SI,SI,SI,NO,NO,NO,NO,presso l'Osservatorio Aastronomcio di Brera vi è una biblioteca storica ed un archivio fotografico con informazioni anche sulla strumnetazione in mostra al Museo consultabili a richiesta.,SI,SI,NO,NO,,9.1876229,45.4720592,"(45.4720592, 9.1876229)"
2354,2573,BG,LUZZANA,MUSEO D'ARTE CONTEMPORANEA DI LUZZANA-DONAZIONE MELI,Castello Giovannelli,Via Castello,,24069,3480460532,,info@museoluzzana.it,http://www.museoluzzana.it,,In SIRBeC sono presenti altre due schede per lo stesso edificio (TM).,Raccolta Museale,Arte,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"mercoledì 14-18,30
sabato 9-12,30
domenica 15-18",,Con prenotazione sia telefonica che informatica,SI,SI,NO,NO,SI,SI,SI,NO,Caffetteria e ristorante sono adiacenti il museo gestiti da privati e convenzionati,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,,3,2,3,3,,NO,SI,NO,"E' in corso di realizzazione un sistema unico di bigliettazione con i 4 musei della Val Cavallina,",2019,4654,1382,2750,1645,1627,,(2019:4654)|(2018:3431)|(2017:2184)|(2016:3500)|(2015:3300),NO,SI,SI,SI,SI,SI,NO,,SI,SI,NO,SI,,9.8842222,45.7172037,"(45.7172037, 9.8842222)"
741,863,BS,REZZATO,PInAC - PINACOTECA INTERNAZIONALE DELL'ETÀ EVOLUTIVA ALDO CIBALDI,Chiesa Disciplina,"Via Disciplina, 60",,25086,0302792086,,info@pinac.it,http://www.pinac.it,,,Raccolta Museale,Arte,ENTE DI DIRITTO PRIVATO,SI,,,,"dal martedì alla domenica, dalle 9 alle 12.30
sabato e domenica dalle 15 alle 18",Lunedì,chiuso in agosto,SI,SI,NO,NO,SI,NO,NO,SI,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,SI,NO,Si prevede un libero e volontario contributo  dei visitatori e dei gruppi classe,2019,4440,1121,450,2863,456,PInAC non ha un biglietto d'ingresso che permette di differenziare visitatori per fascia d'età. La percentuale di visitatori singoli under 18 sul totale di 1121 è stimata intorno al 40%.,(2019:4440)|(2018:9091)|(2017:8400)|(2016:7916)|(2015:7957),SI,SI,SI,NO,SI,SI,SI,"La biblioteca, i depositi sono consultabili SOLO su appuntamento.
L'archivio schedario grafico è visitabile in rete : PINAC VIRTUAL TOUR, cui si accede dal sito con il bottone : Guarda le opere
Videodocumentazione delle attività",SI,NO,NO,SI,,10.3158994,45.5160841,"(45.5160841, 10.3158994)"
1541,1642,MN,MANTOVA,MUSEO DI PALAZZO D'ARCO,Museo di Palazzo D'Arco,"Piazza d'Arco, 4",,46100,0376 322242,,info@museodarcomantova.it,http://www.museodarcomantova.it,,,Museo,Casa-Museo,ENTE DI DIRITTO PRIVATO,SI,,,,"Dal 01-03 al 07-01
Dal martedì alla domenica 09.30-13.00 e 14.30-18.00. La biglietteria chiude 1 ora prima.",Lunedì. Nei lunedì festivi o vicini a festività il museo garantisce comunque l'apertura al pubblico.,,SI,SI,SI,NO,SI,SI,NO,NO,Il guardaroba è disponibile solo per i gruppi scuole per il deposito degli zaini. Non c'è una caffetteria ma un punto ristoro con distributori automatici.,NO,NO,SI,NO,Il laboratorio di deposito e preparazione delle opere in caso di mostra è allestito nella prima sala dell'area archivio a piano terra.,SI,SI,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,,7,5,,,2,SI,NO,NO,"Il biglietto da 2,00 euro è per i bambini sino agli 11 anni. Qullo di 5,00 euro è un ridotto speciale per i ragazzi dai 12 ai 18 anni e per i gruppi di almeno 15 persone con guida propria. Inoltre il museo fa parte del circuito della Mantova e Sabbioneta musei card. La card è venduta in altri punti della città.",2019,17600,13764,,1015,676,dati stimati,(2019:17600)|(2018:13299)|MUSEO RICONOSCIUTO NEL 2018,SI,SI,SI,SI,SI,SI,SI,Percorsi didattici con laboratori. Laboratori per bambini e famiglie alla domenica.,SI,NO,NO,SI,,10.789615,45.160908,"(45.160908, 10.789615)"
2082,2124,BG,ARDESIO,MUSEO ETNOGRAFICO DELL' ALTA VALLE SERIANA (MeTA),Sede centrale,"Piazza  Monte Grappa, 2",,24020,0346 33035,0346 34280,info@comune.ardesio.bg.it,http://www.viviardesio.it,,"E' la sede più importante e prestigiosa del museo sono allestite le esposizioni delle prime 3 sezioni: Miniere e minatori, Filatura e tessitura d'altri tempi-, -Carbonai e boscaioli.",Museo,Etnografica e Antropologica,ENTE PUBBLICO,SI,,,,"PERIODO ESTIVO (20/06 - 31/08), NATALIZIO E PASQUALE: 
DAL MARTEDI' AL SABATO: 10.00-12.00/ 16.00 - 18.00
DOMENICA: 10.00-12.00/ 14.00 - 18.00
chiuso il lunedì
PERIODO INVERNALE:
SABATO E DOMENICA: 10.00-12.00/ 16.00 - 18.00
NEL MESE DI SETTEMBRE IL MUSEO CHIUDE PER INVENTARIO E MANUTENZIONI.
Tutti gli altri giorni dell'anno solo su prenotazione.",lunedì,Con prenotazione il museo è aperto tutti i giorni senza limitazione di orario.,SI,SI,SI,SI,SI,SI,NO,SI,,SI,NO,SI,NO,,SI,NO,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,Ferragosto,2,1,1,1,0,NO,NO,NO,"Ingresso gratuito per portatori di handicap ed anziani, oltre il sessantacinquesimo anno di età.",2019,450,,,,,Dati stimati.,(2019:450)|(2018:500)|(2017:500)|(2016:850)|(2015:910),NO,SI,SI,SI,SI,NO,SI,Il museo organizza periodicamente incontri seminariali su temi etnografici e di storia del territorio.,NO,NO,NO,NO,Effettua un servizio di risposta all'utenza mediante posta elettronica tramite il sito istituzionale del Comune.,9.9291087,45.9378314,"(45.9378314, 9.9291087)"
2204,2350,PV,PAVIA,SISTEMA MUSEALE DI ATENEO,Sezione di archeologia,"Corso Strada Nuova, 65",,27100,0382 984896,0382 984497,museo.archeologia@unipv.it,http://musei.unipv.eu/museo-di-archeologia/,,,Museo,Composito,UNIVERSITA' STATALI - NON STATALI,SI,,,"Il Museo apre al pubblico il lunedì pomeriggio dalle 14 alle 17 e il 4° sabato del mese dalle 15,30 alle 18,30","lunedì dalle 14 alle 17 4° sabato del mese dalle 15,30 alle 18,30 aperture straordinarie su specifica richiesta e in occasione della partecipazione a eventi promossi dagli enti territoriali e dal MIBACT","Il museo è chiuso dal martedì alla domenica, apre il lunedì pomeriggio e un sabato al mese, il 4° e su prenotazione nei giorni di chiusura",,SI,SI,NO,NO,NO,NO,SI,NO,I visitatori possono usufruire del Bar dell'Università sito nel cortile retrostante il museo,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,,6,4,,,,NO,NO,NO,"Dal 23 aprile 2016 l'accesso ai musei universitari è a pagamento. Il biglietto d'ingresso, di € 6 (ridotto € 4) ha validità un mese e dà diritto all'accesso a tutti i musei.
L'ingresso è gratuito per gli studenti fino a 26 anni, gli over 65 e i portatori di disabilità. Le scuole accedono gratuitamente e pagano solo la visita guidata € 3 per alunno",2019,29463,,,,,"Dati stimati. Attualmente solo il Museo Kosmos è dotato di biglietteria automatizzata che fornisce reportistica dettagliata. A partire da marzo 2020 è previsto che tutti i Musei acquisiscano un sistema di biglietteria automatizzato, consentendo l'inserimento di dati parziali.",(2019:29463)|(2018:15268)|(2017:10594)|(2016:22194)|(2015:16677),NO,SI,SI,NO,SI,NO,NO,,SI,NO,NO,SI,"E' stato realizzato un sito internet (musei.unipv.eu) dedicato a tutte le collezioni conservate presso l'Università di Pavia, nel quale è possibile reperire informazioni su ubicazione, storia e consistenza delle collezioni, accedere, ove presenti, ai cataloghi informatizzati e compiere, in alcuni casi, visite virtuali.",9.15592,45.1871083,"(45.1871083, 9.15592)"
1101,1282,CR,CASALMAGGIORE,MUSEO DEL BIJOU DI CASALMAGGIORE,Museo del Bijou di Casalmaggiore,"Via Azzo Porzio, 9",,26041,0375 205344 - 284423,0375 200251,info@museodelbijou.it,http://www.museodelbijou.it,,,Museo,Specializzato,COMUNE,SI,,,,Tutti i giorni feriali dalle 10 alle 12 e dalle 15 alle 18. Tutti i giorni festivi dalle 15 alle 19.,,,SI,SI,SI,SI,SI,SI,NO,NO,"Il guardaroba privo di custodia.
E' disponibile macchina per bevande calde e fredde.",NO,SI,NO,NO,"I laboratori didattici possono essere utilizzati a vari livelli (dimostrazioni divulgative, restauro, corsi amatoriali e professionalizzanti).",SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,Prima domenica del mese,3,2.5,,,0,SI,SI,NO,"Per i gruppi che prenotano la visita guidata il costo è di € 45,00.
Per le attività di laboratorio dei gruppi (famiglie, strutture assistenziali ecc) il costo è di € 60,00.
Le scolaresche pagano un biglietto di € 4,00, che comprende la visita e l'attività di laboratorio.
Per le scolaresche, la visita alle mostre temporanee è gratuita.",2019,2550,1280,,776,494,,(2019:2550)|(2018:3889)|(2017:4034)|(2016:3733)|(2015:3530),NO,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,E' disponibile una pagina facebook del Museo sempre aggiornata.,10.4160745,44.9857594,"(44.9857594, 10.4160745)"
2259,2304,VA,ARSAGO SEPRIO,MUSEO CIVICO ARCHEOLOGICO,Civico Museo Archeologico,"Viale R. Vanoni, 20",,21010,0331299926,0331769540,comunediarsagoseprio@legalmail.it,,,,Raccolta Museale,Archeologia,COMUNE,SI,,,,"sabato dalle 10 alle 12 e dalle 14,30 alle 18,30.
domenica dalle 10 alle 12 e dalle 14,30 alle 18,30.",,,SI,SI,NO,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,,2019,667,344,160,96,67,,(2019:667)|(2018:1059)|(2017:1608)|(2016:1328)|(2015:786),NO,NO,SI,NO,NO,SI,NO,Su appuntamento e previa autorizzazione della Soprintendenza Archeologica.,SI,SI,NO,NO,,8.7355736,45.6876921,"(45.6876921, 8.7355736)"
2271,2314,VA,ANGERA,CIVICO MUSEO ARCHEOLOGICO,Civico Museo Archeologico,"Via Marconi, 2",,21021,3204653416,0331 960181,museo@comune.angera.it,http://www.angera.it,,,Raccolta Museale,Archeologia,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,"Orario invernale
Dal 1 Febbraio al 14 Maggio e dal 15 Settembre al 20 Dicembre
Mercoledì: 10.00 - 13.00  
Giovedì: 10.00 - 13.00   
Domenica: 14.30 - 18.30 
Orario estivo
Dal 15 Maggio al 14 Settembre
Giovedì: 10.00 - 13.00       
Sabato: 14.30 - 18.30 
Domenica: 14.30 - 18.30 
 
Il Museo rimane chiuso dal 21 Dicembre al 31 Gennaio, 
Domenica di Pasqua, 25 Aprile, 1 Novembre, 8 Dicembre","Orari di apertura del Museo Archeologico
Dal 1 Febbraio al 14 Maggio e dal 15 Settembre al 20 Dicembre
Mercoledì: 10.00 - 13.00 / Giovedì: 10.00 - 13.00 / Domenica: 14.30 - 18.30 
Dal 15 Maggio al 14 Settembre
Giovedì: 10.00 - 13.00 / Sabato: 14.30 - 18.30 / Domenica: 14.30 - 18.30 
Il Museo rimane chiuso dal 21 Dicembre al 31 Gennaio, Domenica di Pasqua, 25 Aprile, 1 Novembre, 8 Dicembre
Ingresso gratuito - Visite guidate gratuite, su prenotazione per i gruppi",,,SI,SI,NO,NO,SI,NO,NO,NO,,SI,NO,NO,NO,il laboratorio fotografico è costituito da un piano bianco con sbarrette misurate e luce.,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,SI,,il Museo fa parte del Sistema museale archeologico della Provincia di Varese attualmente sospeso ma che speriamo possa essere riattivato.,2019,4921,2904,,1880,137,"4921 è il numero complessivo di tutti gli utenti che hanno visitato il museo archeologico e usufruito dei servizi museali, tra cui conferenze del Museo, visite guidate, esposizioni temporanee. All'interno dei 4921 sono anche i  1880 utenti scolastici, 137 gli utenti che hanno visitato il museo in gruppi organizzati, non scolastici.",(2019:4921)|(2018:4770)|(2017:4697)|(2016:5762)|(2015:5794),NO,SI,SI,SI,SI,SI,SI,"LA BIBLIOTECA DEL MUSEO VENNE TRASFERITA NELLA BIBLIOTECA CIVICA MOLTI ANNI OR SONO, DA 4 ANNI ABBIAMO RIPRESO L'AGGIORNAMENTO CON ACQUISTI/DONAZIONI/SCAMBI

Collaborazione con Istituti di Ricerca per la realizzazione di Tesi di Laurea/Specializzazione
ARCHIVI, DEPOSITI E FOTOTECA SONO CONSULTABILI SU APPUNTAMENTO",NO,NO,NO,NO,IL SISTEMA MUSEALE HA REALIZZATO UN SITO WEB IN CUI e' possibile scaricare la guida dei musei per non vedenti,8.576589,45.773249,"(45.773249, 8.576589)"
25,121,BG,BERGAMO,ORTO BOTANICO DI BERGAMO LORENZO ROTA,Orto Botanico di Bergamo 'Lorenzo Rota',"Passaggio Torre di Adalberto, 2",,24129,035 2860 60/62,,ortobotanico@comune.bg.it,http://www.ortobotanicodibergamo.it,,"La direzione, gli uffici, le collezioni essiccate, lo spazio educativo e mostre (Sala Viscontea) sono nel Passaggio Torre di Adalberto; La sezione espositiva di Città Alta si raggiunge percorrendo la Scaletta di Colle Aperto, l'ingresso della sezione di Astino, la valle della Biodiversità è all'incrocio tra via Astino e via dell'Allegrezza.",Museo,Orto botanico,COMUNE,SI,,,"Sede espositiva di Città Alta: da marzo a ottobre
Sede espositiva di Astino: da aprile a ottobre
Sede espositiva in Sala Viscontea: tutto l'anno, sabato e festivi.","SEZIONE DI CITTA' ALTA 
Orari di apertura  1 marzo al 31 ottobre  Tutti i giorni festività comprese

MARZO              10:00 - 12:00  / 14:00 - 17:00
APRILE               10:00 - 12:00  / 14:00 - 18:00
MAGGIO            10:00 - 12:00  / 14:00 - 19:00
GIUGNO            10:00 - 12:00  / 14:00 - 20:00
LUGLIO              10:00 - 12:00  / 14:00 - 19:00
AGOSTO            10:00 - 12:00  / 14:00 - 19:00
SETTEMBRE      10:00 - 12:00  / 14:00 - 18:00
OTTOBRE          10:00 - 12:00  / 14:00 - 17:00

Sezione di Astino - Valle della Biodiversità
Orari Apertura dal 1 aprile al 31 ottobre   Tutti i giorni festività comprese

APRILE             10:00 - 12:00  / 14:00 - 18:00
MAGGIO           10:00 - 12:00  / 14:00 - 19:00
GIUGNO           10:00 - 12:00  / 15:00 - 20:00
LUGLIO             10:00 - 12:00  / 16:00 - 20:00
AGOSTO           10:00 - 12:00  / 16:00 - 20:00
SETTEMBRE     10:00 - 12:00  / 14:00 - 19:00
OTTOBRE         10:00 - 12:00  / 14:00 - 17:00

SALA VISCONTEA:
SABATO 15.00-18.00
FESTIVI 10.00-13.00/15.00/18.00",,,SI,SI,NO,SI,NO,NO,NO,NO,,NO,NO,SI,NO,,SI,SI,SI,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,NO,NO,,2019,72328,66140,,5777,411,,(2019:72328)|(2018:65454)|(2017:67189)|(2016:50833)|(2015:58557),NO,SI,SI,NO,NO,SI,NO,"L'ORTO È SEDE PER TIROCINI UNIVERSITARI, TESI DI LAUREA, PROGETTI A FAVORE DI DISABILI; CONSULENZE GRATUITE PER SCUOLE, PUBBLICO IN GENERE, FORZE DELL'ORDINE, OSPEDALI (TOSSICOLOGIA).
PRESSO L'ORTO E' CONSULTABILE L'ARCHIVIO BIBLIOGRAFICO BOTANICO BERGAMASCO.",SI,SI,NO,SI,"NEWSLETTER DELL'ORTO BOTANICO DI BERGAMO
NEWSLETTER DELLA RETE DEGLI ORTI BOTANICI
PUBBLICAZIONI IN FORMATO PDF
L'ELENCO DELLE SPECIE ESPOSTE NELL'ORTO.
PROFILI SOCIAL: Facebook, Twitter, Instagram",9.6589536,45.7060034,"(45.7060034, 9.6589536)"
2178,2630,LO,SANTO STEFANO LODIGIANO,MUSEO DEL GIOCATTOLO E DEL BAMBINO,Museo del Giocattolo e del Bambino Santo Stefano Lodigiano,Via Trento Trieste 2,,,037765244,,info@museodelgiocattolo.it,http://www.museodelgiocattolo.it,,,Museo,Specializzato,FONDAZIONE (ESCLUSA FONDAZIONE BANCARIA),SI,,,,"Da Lunedì a Venerdì: 9.30-15-30 .  Sabato, domenica e festivi 09.30-12.30  14,30-18.30",,"Il museo è aperto tutto l'anno tranne il mese di agosto, compresi i giorni festivi.",SI,SI,SI,SI,SI,NO,NO,SI,,NO,SI,NO,NO,laboratori didattici,SI,SI,NO,NO,ACCESSO PARZIALE,A PAGAMENTO,,5,,4,4,4,NO,SI,SI,"Alcune voci sono diverse a seconda della sede.

il museo propone attività facoltative che prevedono costi aggiuntivi

E' prevista la gratuità per forze dell'ordine, associazioni onlus, utenza diversamente abile e loro accompagnatori, visitatori che per propria convienzione culturale ne facciano richiesta.  Nella sede di cormano I bambini fino a 14 anni entrano gratuitamente (fino a 3 bambini per ogni adulto)",2019,14721,3144,,8442,3135,Il dato dei visitatori over 60 non è rilevato. I numeri si riferiscono alla somma delle due sedi espositive di Cormano e Santo Stefano Lodigiano.,(2019:14721)|(2018:14343)|(2017:14044)|(2016:8169)|(2015:15000),NO,SI,SI,SI,SI,NO,NO,"su appuntamento il museo favorisce e aiuta ogni tipo di ricerca e studio

L'archivio schedografico è in fase di ampliamento",SI,SI,NO,NO,"il sito internet ufficiale (www.museodelgiocattolo.it) è aggiornato settimanalmente per informare il pubblico su eventi ed attività

attraverso la casella mail legata al sito, il pubblico ottiene informazioni e valutazioni su materiali e tematiche di competenza del museo.",9.7363556,45.1195958,"(45.1195958, 9.7363556)"
2101,2142,MI,MORIMONDO,MUSEO DELL'ABBAZIA DI MORIMONDO,Museo Dell'Abbazia di Morimondo,"Piazza Municipio, 6",,20081,02 94961919,02 94961919,fondazione@abbaziamorimondo.it,http://www.abbaziamorimondo.it,,,Museo,Composito,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"da lunedì a venerdì 9,00 - 13,00 
sabato 15,00 - 17,30 
domenica 15,00 - 18,00",,,,,SI,NO,SI,NO,NO,NO,Gli spazi individuati sono attualmente collocati all'inizio del percorso di visita.,NO,NO,NO,NO,"Tutte le analisi, restauri e la documentazione fotografica sono affidati a specialisti esterni.",SI,SI,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,"occasioni speciali, giornate del Patrimonio, giornate della cultura",7,6,6,6,3.5,NO,SI,NO,"Il museo è a pagamento dal dicembre 2007. Nel prezzo è compresa la visita guidata condotta da personale qualificato.
L'ingresso al solo chiostro è tariffato a 3,50 euro.
L'ingresso alla chiesa è libero e gratuito.",2019,14830,6230,,3335,5265,,(2019:14830)|(2018:14130)|(2017:14938)|(2016:18990)|(2015:169800),SI,SI,SI,SI,SI,SI,SI,"Si svolgono già da alcuni anni:
- corsi interdisciplinari sulla cultura medioevale, diretti da docenti universitari esterni alla fondazione, strutturati in lezioni accademiche tradizionali e laboratori;
- corsi di formazione, con selezioni e tirocini obbligatori per operatori didattici, aperti anche a pubblico uditore;
- viaggi culturali di aggiornamento per visitare luoghi cistercensi significativi sia italiani sia d'Oltralpe.",SI,SI,NO,SI,Sono in atto lavori e studi per ampliare la possibilità di visita da parte delle persone con disabilità motoria.,8.9544692,45.3522208,"(45.3522208, 8.9544692)"
941,1122,CO,CAVARGNA,MUSEO DELLA VALLE,Museo della Valle,"Via alla Chiesa, 12/14",,22010,0344- 66456,034463164,museodellavalle.cavargna@gmail.com,,,"Per prenotazioni visite e laboratori: Sistema Museale Territoriale Alpi Lepontine, tel. 0344/85218 (int. 2); fax 0344/85237; e-mail: tarelli@cmvallilarioceresio.it",Raccolta Museale,Etnografica e Antropologica,ENTE DI DIRITTO PRIVATO,SI,,,,"Il Museo della Valle è aperto al pubblico da Pasqua al 1° novembre con i seguenti orari:
Sabato, domenica e festivi dalle 14 alle 19
Su richiesta (telefonando o chiedendo in loco) possibilità di visita in qualsiasi giorno/orario",,L'apertura su richiesta e le visite guidate con laboratorio didattico sono possibili durante l'intero arco dell'anno,SI,SI,NO,NO,SI,SI,NO,NO,La zona ingresso consente l'accoglienza e il ritrovo per piccoli gruppi.,NO,SI,SI,NO,,SI,SI,NO,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,NO,NO,Attualmente offerta libera.,2019,121,109,,,12,,(2019:121)|(2018:266)|(2017:160)|(2016:192)|(2015:245),NO,SI,SI,SI,SI,NO,NO,Videoteca in VHS e DVD su argomenti relativi alle esposizioni.,SI,SI,NO,NO,La prenotazione delle visite e dei laboratori didattici avviene anche attraverso la pagina del sito della Comunità Montana dedicata al Sistema Museale Territoriale Alpi Lepontine e la mail del Sistema.,9.1131184,46.0925335,"(46.0925335, 9.1131184)"
2450,2487,MB,VIMERCATE,MUST Museo del territorio vimercatese,Villa Sottocasa - complesso,"Via Vittorio Emanuele, 51",,20871,0396659490,0396659489,info@museomust.it,http://www.museomust.it,,,Museo,Territoriale,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"Mercoledì e giovedì dalle 10.00 alle 13.00 
Venerdì, sabato e domenica dalle 10.00 alle 13.00 e dalle 15.00 alle 19.00",lunedì e martedì,,SI,SI,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,Giornate del patrimonio o altri eventi culturali programmati,5,3,3,3,5,NO,NO,SI,"Biglietto cumulativo per famiglie euro 8,00",2019,12546,8104,,3583,859,Il dato relativo ai visitatori under 18 e over 60 non è rilevato.,(2019:12546)|(2018:11665)|(2017:13404)|(2016:11533)|(2015:14303),NO,SI,SI,SI,SI,NO,NO,,SI,NO,NO,SI,,9.37102159,45.61338203,"(45.61338203, 9.37102159)"
